location_tag,province,owner,rank,rgo,capacity_people,pops_people,over_capacity,processor,processor_levels,farm,farm_levels,land_levels_available,farm_land_people,farm_limit
sishui,yanzhou_shandong_province,CHI,rural_settlement,cotton,126310.0,33966.0,false,"",0,"",0,0,0.0,""
savur,diyarbekir_province,HSN,rural_settlement,olives,99120.0,25827.0,false,"",0,farming_village,6,13,30000.0,cap
bayantsagaan,dalai_nuur_province,BGT,rural_settlement,livestock,15600.0,5833.0,false,"",0,farming_village,0,0,0.0,land
satoraljaujhely,zemplen_province,HUN,rural_settlement,wine,104630.0,15863.0,false,"",0,"",0,0,0.0,""
melekess,simbirsk_province,GLH,rural_settlement,horses,49610.0,9558.0,false,"",0,"",0,0,0.0,""
attendorn,sauerland_province,KOL,rural_settlement,fur,54210.0,37242.0,false,forest_village,2,"",0,0,0.0,""
jhal,sibi_province,SMA,rural_settlement,wild_game,58400.0,46420.0,false,forest_village,2,"",0,0,0.0,""
kutai_lama,lower_mahakam_province,KKG,rural_settlement,millet,32600.0,1584.0,false,"",0,farming_village,0,5,0.0,workers
tanjay,buglas_province,CEB,rural_settlement,rice,32600.0,6316.0,false,"",0,farming_village,1,4,5000.0,workers
tebessa,baghai_province,TUN,rural_settlement,wheat,27100.0,18349.0,false,"",0,farming_village,0,0,0.0,land
kuji,rikuchuu_province,JAP,rural_settlement,tea,52300.0,26634.0,false,"",0,"",0,0,0.0,""
ajaccio,pumonte_province,COR,rural_settlement,wool,49400.0,10014.0,false,"",0,sheep_farms,6,19,12000.0,cap
lang_giang,lang_son_province,DAI,rural_settlement,rice,45400.0,12609.0,false,"",0,farming_village,5,5,25000.0,land
usti_nad_labem,litomericko_province,BOH,rural_settlement,fur,114340.0,43049.0,false,forest_village,2,"",0,0,0.0,""
al_luhayyah,hudaida_province,YEM,rural_settlement,fish,72480.0,78962.0,true,fishing_village,3,"",0,0,0.0,""
karpathos,rodos_province,VEN,rural_settlement,clay,30500.0,1992.0,false,clay_pit,0,"",0,0,0.0,""
campulung_moldovenesc,suceava_province,BIA,rural_settlement,iron,29900.0,6625.0,false,iron_mine,2,"",0,0,0.0,""
aix_en_provence,aquisextain_province,PRO,town,salt,117320.0,61500.0,false,salt_collector,2,"",0,0,0.0,""
balanda,atkarsk_province,GLH,rural_settlement,livestock,37400.0,5234.999999999999,false,"",0,farming_village,0,5,0.0,workers
burglengenfeld,oberpfalzer_wald_province,UBV,rural_settlement,fur,125640.0,10279.0,false,forest_village,2,"",0,0,0.0,""
fraga,barbastro_province,ARA,rural_settlement,wheat,115430.0,10073.0,false,"",0,farming_village,6,20,30000.0,cap
sadak,sorochinskaya_province,GLH,rural_settlement,livestock,35200.0,6050.0,false,"",0,farming_village,0,4,0.0,workers
bulgan,altay_province,TRH,rural_settlement,livestock,8400.0,5798.999999999999,false,"",0,farming_village,0,0,0.0,land
sarduiyeh,jiroft_province,KRM,rural_settlement,silver,22700.0,1119.9999999999998,false,silver_mine,0,"",0,0,0.0,""
seru,bale_province,ETH,rural_settlement,wheat,45000.0,18262.0,false,"",0,farming_village,4,4,20000.0,land
kilwa_kisiwani,mbekuru_province,ZAN,town,fish,65500.0,18119.0,false,fishing_village,3,"",0,0,0.0,""
dongguang,jingzhou_beizhili_province,CHI,rural_settlement,livestock,108530.0,17662.000000000004,false,"",0,farming_village,6,17,30000.0,cap
anxiang,lizhou_province,CHI,rural_settlement,rice,171380.0,27037.000000000004,false,"",0,farming_village,6,27,30000.0,cap
tangcheng,suizhou_province,CHI,rural_settlement,legumes,105890.0,10330.0,false,"",0,farming_village,6,18,30000.0,cap
canete,cuenca_province,CAS,rural_settlement,livestock,45400.0,10793.0,false,"",0,farming_village,5,5,25000.0,land
jimo,jiaozhou_province,CHI,town,fruit,168010.0,165423.99999999997,false,"",0,fruit_orchard,0,0,0.0,land
juxeri,upper_songhua_province,JUS,rural_settlement,lumber,38700.0,6742.0,false,lumber_mill,0,"",0,0,0.0,""
ngoc_ma,thakhek_proivnce,VTN,rural_settlement,lumber,44700.0,4854.999999999999,false,lumber_mill,1,"",0,0,0.0,""
umarkot,tharparkar_province,SND,rural_settlement,livestock,68400.0,68191.0,false,"",0,farming_village,0,0,0.0,land
maghana,khaaso_province,TKR,rural_settlement,clay,23800.0,2511.0,false,clay_pit,1,"",0,0,0.0,""
dayao,yaoan_province,YAN,rural_settlement,salt,51800.0,6750.999999999999,false,inland_saltworks,0,"",0,0,0.0,""
jurrah,dathina_province,YEM,rural_settlement,wheat,44500.0,3993.0,false,"",0,farming_village,1,7,5000.0,workers
rychbach,swidnica_province,SWD,rural_settlement,livestock,64510.0,6877.0,false,"",0,farming_village,4,10,20000.0,workers
makna,madian_province,MAM,rural_settlement,fish,13700.0,3061.0,false,fishing_village,0,"",0,0,0.0,""
banamba,sosso_province,DFN,rural_settlement,millet,44600.0,6445.0,false,"",0,farming_village,1,6,5000.0,workers
xincai,runing_province,CHI,rural_settlement,beeswax,113510.0,13333.0,false,"",0,farming_village,6,19,30000.0,cap
bida,nupe_province,NUP,city,sand,83900.0,65141.00000000001,false,sand_pit,1,"",0,0,0.0,""
huitong,jing_province,CHI,rural_settlement,clay,86350.0,26560.000000000004,false,clay_pit,2,"",0,0,0.0,""
brest_litowsk,bresta_province,LIT,rural_settlement,millet,88730.0,11535.0,false,"",0,farming_village,6,14,30000.0,cap
khammamet,khammamet_province,MSN,rural_settlement,cotton,116250.0,77714.99999999999,false,"",0,"",0,0,0.0,""
saku,shinano_province,JAP,rural_settlement,rice,57200.0,28032.0,false,"",0,farming_village,4,4,20000.0,land
geneseo,onondowaga_province,ONN,rural_settlement,maize,29700.0,3320.0000000000005,false,"",0,farming_village,0,4,0.0,workers
gayo_lues,southern_aceh_province,LGE,rural_settlement,cloves,35900.0,2815.0,false,"",0,"",0,0,0.0,""
grevesmuhlen,schwerin_province,MKL,rural_settlement,sand,166360.0,24400.0,false,sand_pit,1,farming_village,6,27,30000.0,cap
kintampo,bono_province,BON,rural_settlement,livestock,35300.0,20639.0,false,"",0,farming_village,1,1,5000.0,land
tegina,zazzau_province,ZZZ,rural_settlement,rice,47900.0,26935.0,false,"",0,farming_village,3,3,15000.0,land
palanga,medininkai_province,LIT,rural_settlement,salt,52510.0,9741.0,false,salt_collector,1,"",0,0,0.0,""
kumilla,sonargaon_province,SGN,rural_settlement,lumber,169240.0,168886.0,false,lumber_mill,2,"",0,0,0.0,""
hailang,mudan_province,FLN,rural_settlement,wheat,35800.0,4575.0,false,"",0,farming_village,0,5,0.0,workers
buir_nuur,buir_nuur_province,HCN,rural_settlement,horses,25700.0,23372.0,false,"",0,"",0,0,0.0,""
batang,sangon_province,BTG,rural_settlement,rice,15870.0,15297.0,false,"",0,farming_village,0,0,0.0,land
varda,szabolcs_province,HUN,rural_settlement,legumes,89320.0,11470.999999999998,false,"",0,farming_village,6,14,30000.0,cap
plonsk,plock_province,PLK,rural_settlement,livestock,49000.0,9446.0,false,"",0,farming_village,5,6,25000.0,workers
ragnit,lithuania_minor_province,TEU,rural_settlement,wheat,56210.0,13495.000000000002,false,"",0,farming_village,3,7,15000.0,workers
qingfu,xuzhou_sichuan_province,CHI,rural_settlement,fish,77440.0,22097.0,false,fishing_village,3,"",0,0,0.0,""
izori,vodskaya_province,NOV,rural_settlement,legumes,34000.0,2000.0,false,"",0,farming_village,1,5,5000.0,workers
lofotr,nordland_province,NOR,rural_settlement,fish,12200.0,847.0,false,fishing_village,0,"",0,0,0.0,""
firuzabad,firuzabad_province,INJ,rural_settlement,wool,28600.0,5059.0,false,"",0,sheep_farms,3,11,6000.0,workers
tetzapotitlan,tetzapotitlan_province,TZP,rural_settlement,lumber,59620.0,23713.0,false,lumber_mill,2,"",0,0,0.0,""
muwayh,dhalam_province,SBY,rural_settlement,fruit,28070.0,27252.0,false,"",0,fruit_orchard,0,0,0.0,land
lodose,vastergotland_province,SWE,rural_settlement,millet,50410.0,7842.000000000001,false,"",0,farming_village,4,7,20000.0,workers
tivoli,campagna_province,PAP,town,marble,108020.0,99484.0,false,marble_quarry,1,"",0,0,0.0,""
urtsun,chitral_province,CRL,rural_settlement,wool,41600.0,3227.0,false,"",0,sheep_farms,1,18,2000.0,workers
selenge,dzhida_province,CHI,rural_settlement,fiber_crops,12800.0,11779.0,false,"",0,"",0,0,0.0,""
quetta,quetta_province,NGD,town,rice,49410.0,24685.0,false,"",0,farming_village,3,3,15000.0,land
zhongling,yingzhou_shanxi_province,CHI,rural_settlement,livestock,58000.0,6598.0,false,"",0,farming_village,3,9,15000.0,workers
chitrakuta,lower_bundelkhand_province,BGK,rural_settlement,legumes,117450.0,116186.0,false,"",0,farming_village,0,0,0.0,land
ambohidray,bezanozano_province,BEZ,rural_settlement,rice,52040.0,2700.0,false,"",0,farming_village,0,8,0.0,workers
devanagara,ruhunu,DBD,rural_settlement,beeswax,86550.0,34938.0,false,"",0,farming_village,6,9,30000.0,cap
toling,guge_province,GUG,rural_settlement,wool,10100.0,5674.0,false,"",0,sheep_farms,1,1,2000.0,land
nal,qusdar_province,KHZ,rural_settlement,livestock,21900.0,2638.0,false,"",0,farming_village,0,2,0.0,workers
lumajang,trowulan_province,MAJ,rural_settlement,saltpeter,45800.0,43702.99999999999,false,saltpeter_beds,1,"",0,0,0.0,""
arkhangelskoye_vologda,vologda_province,NOV,rural_settlement,fur,24900.0,3294.0,false,forest_village,1,"",0,0,0.0,""
sutara,tunguska_province,CHI,rural_settlement,lumber,25500.0,1581.9999999999998,false,lumber_mill,0,"",0,0,0.0,""
isawa,rikuchuu_province,JAP,rural_settlement,rice,47100.0,28256.999999999996,false,"",0,farming_village,2,2,10000.0,land
juban,ibb_province,YEM,rural_settlement,iron,35800.0,26848.0,false,iron_mine,2,"",0,0,0.0,""
gaomi,laizhou_province,CHI,rural_settlement,wheat,158720.0,128279.0,false,"",0,farming_village,5,5,25000.0,land
malung,dalarna_province,SWE,rural_settlement,lumber,14500.0,1206.0,false,lumber_mill,0,"",0,0,0.0,""
koporye,vodskaya_province,NOV,rural_settlement,wild_game,24400.0,4675.0,false,forest_village,2,"",0,0,0.0,""
kreuznach,hunsruck_province,SPO,rural_settlement,mercury,113930.0,7306.999999999999,false,cinnabar_pit,1,"",0,0,0.0,""
odense,funen_province,DAN,town,wheat,127240.0,45521.0,false,"",0,farming_village,6,15,30000.0,cap
gaya,patna_province,DLH,rural_settlement,lumber,235200.0,232804.0,false,lumber_mill,0,"",0,0,0.0,""
pisaq,acamama_province,AYA,rural_settlement,copper,21810.0,22775.0,true,copper_mine,1,"",0,0,0.0,""
elgin,moray_province,MOY,rural_settlement,millet,130260.0,8705.0,false,"",0,farming_village,1,23,5000.0,workers
borovichi,bezhetskaya_province,NOV,rural_settlement,lumber,44200.0,3031.9999999999995,false,lumber_mill,1,"",0,0,0.0,""
bafata,kaabu_province,KAB,rural_settlement,clay,40800.0,18968.999999999996,false,clay_pit,0,"",0,0,0.0,""
mupung,jeonju_province,KOR,rural_settlement,lead,44100.0,5507.000000000001,false,lead_mine,1,"",0,0,0.0,""
medicina,bologna_province,BLG,rural_settlement,medicaments,216010.0,52132.99999999999,false,"",0,farming_village,6,31,30000.0,cap
jeongeup,namwon_province,KOR,rural_settlement,pepper,133640.0,11004.0,false,"",0,"",0,0,0.0,""
lalitpur,akara,DLH,rural_settlement,stone,114520.0,80541.0,false,stone_quarry,0,"",0,0,0.0,""
kampong_roessei,prey_nokor_province,KHM,rural_settlement,rice,94590.0,60650.0,false,"",0,farming_village,5,5,25000.0,land
troitsk,yetkul_province,GLH,rural_settlement,lumber,34600.0,1830.0,false,lumber_mill,0,"",0,0,0.0,""
bosra,hawran_province,AMR,rural_settlement,cotton,39400.0,10219.0,false,"",0,"",0,0,0.0,""
marib,marib_province,YEM,rural_settlement,incense,49500.0,31381.999999999996,false,"",0,"",0,0,0.0,""
tyukalinsk,omsk_province,GLH,rural_settlement,wild_game,34200.0,987.0,false,forest_village,0,"",0,0,0.0,""
banlung,stung_treng_province,KHM,rural_settlement,gems,52900.0,2108.0,false,gem_gravel_pit,0,"",0,0,0.0,""
toulouse,toulousain_province,FRA,city,dyes,210270.0,47021.0,false,"",0,farming_village,6,31,30000.0,cap
jipyeong,kaesong_province,KOR,rural_settlement,rice,72940.0,15002.0,false,"",0,farming_village,6,10,30000.0,cap
suwon,hanseong_province,KOR,rural_settlement,fish,159740.0,33193.0,false,fishing_village,3,"",0,0,0.0,""
korela,korela_province,ORE,rural_settlement,iron,20600.0,569.0,false,iron_mine,0,"",0,0,0.0,""
mianchi,shanzhou_province,CHI,rural_settlement,wheat,98900.0,46952.0,false,"",0,farming_village,6,9,30000.0,cap
baryang,mangyul_province,MGG,rural_settlement,livestock,8600.0,5949.0,false,"",0,farming_village,0,0,0.0,land
bassano,vicenza_province,VER,rural_settlement,livestock,91120.0,15078.0,false,"",0,farming_village,6,14,30000.0,cap
bol_shaya_martynovka,semikarakorsk_province,GLH,rural_settlement,livestock,42300.0,2895.0,false,"",0,farming_village,0,6,0.0,workers
menara,kelantan_province,LGK,rural_settlement,lumber,43200.0,5897.0,false,lumber_mill,2,"",0,0,0.0,""
chortoryisk,lutsk_province,VOL,rural_settlement,wool,44700.0,10192.0,false,"",0,sheep_farms,6,16,12000.0,cap
ramah,afif_province,BNL,rural_settlement,horses,13000.0,8903.0,false,"",0,"",0,0,0.0,""
wuluo,tongren_province,PTZ,rural_settlement,lumber,57200.0,10209.0,false,lumber_mill,0,"",0,0,0.0,""
seogyeong,seogyeong_province,KOR,city,coal,258590.0,40096.0,false,coal_mine,1,farming_village,6,42,30000.0,cap
tichit,tagant_province,DFN,rural_settlement,salt,14300.0,3155.0,false,inland_saltworks,1,"",0,0,0.0,""
pulasari,banten_province,SUN,rural_settlement,legumes,103080.0,102907.00000000001,false,"",0,farming_village,0,0,0.0,land
hashtrud,miyaneh_province,HBN,rural_settlement,wool,36700.0,12006.0,false,"",0,sheep_farms,2,11,4000.0,workers
kogan,selemdzha_province,CHI,rural_settlement,fur,20400.0,1808.0,false,forest_village,0,"",0,0,0.0,""
sanhe_chaozhou,chaozhou_province,CHI,rural_settlement,sugar,53200.0,32508.000000000004,false,"",0,"",0,0,0.0,""
bukan,barza_province,KTW,rural_settlement,medicaments,39600.0,14587.0,false,"",0,"",0,0,0.0,""
murayama,uzen_province,JAP,rural_settlement,fur,44400.0,28123.0,false,forest_village,2,"",0,0,0.0,""
wucao,guanxi_province,GGX,rural_settlement,legumes,85510.0,10886.999999999998,false,"",0,farming_village,0,13,0.0,workers
tawau,tarakan_province,TDG,rural_settlement,lumber,36300.0,1930.0,false,lumber_mill,0,"",0,0,0.0,""
ayntab,ayntab_province,MAM,rural_settlement,dyes,100330.0,20217.0,false,"",0,"",0,0,0.0,""
kawardha,dakshina_kosala,RTP,rural_settlement,wild_game,105490.0,17543.0,false,forest_village,2,"",0,0,0.0,""
pinle,pinya_province,PIN,rural_settlement,rice,72240.0,23792.0,false,"",0,farming_village,6,8,30000.0,cap
krasavino,ystyug_province,RSO,rural_settlement,fiber_crops,24200.0,3177.0,false,"",0,"",0,0,0.0,""
hudiksvall,halsingland_province,SWE,rural_settlement,fish,18300.0,2960.0,false,fishing_village,1,"",0,0,0.0,""
alferovskaya,ustye_province,RSO,rural_settlement,fur,24000.0,1220.9999999999998,false,forest_village,0,"",0,0,0.0,""
peschanokopskoye,privolnoye_province,GLH,rural_settlement,livestock,35100.0,1558.0,false,"",0,farming_village,0,5,0.0,workers
licheng,jinan_province,CHI,town,legumes,195820.0,125797.00000000001,false,"",0,farming_village,6,13,30000.0,cap
niemodlin,wroclaw_province,NMD,rural_settlement,livestock,100430.0,3820.0,false,"",0,farming_village,2,18,10000.0,workers
miass,yetkul_province,GLH,rural_settlement,iron,12300.0,2247.0,false,iron_mine,0,"",0,0,0.0,""
gruyere,vaud_province,GRY,rural_settlement,livestock,70810.0,19434.0,false,"",0,farming_village,6,9,30000.0,cap
fuentiduena,segovia_province,CAS,rural_settlement,wool,101630.0,35370.00000000001,false,"",0,sheep_farms,6,32,12000.0,cap
braslaw,breslauja_province,LIT,rural_settlement,fur,57110.0,12818.0,false,forest_village,2,"",0,0,0.0,""
hendijan,behbahan_province,HZP,rural_settlement,fish,34700.0,5217.0,false,fishing_village,3,"",0,0,0.0,""
quang_uyen,lang_son_province,DAI,rural_settlement,lumber,38600.0,6776.999999999999,false,lumber_mill,0,"",0,0,0.0,""
barqaid,nusaybin_province,ATQ,rural_settlement,legumes,145460.0,14953.0,false,"",0,farming_village,0,25,0.0,workers
naas,kildare_province,KID,rural_settlement,beeswax,99630.0,26706.0,false,"",0,farming_village,6,13,30000.0,cap
kotpad,kalahandi_garjat,JPO,rural_settlement,lumber,90610.0,50113.0,false,lumber_mill,2,"",0,0,0.0,""
tancarville,caux_province,NRM,rural_settlement,fish,178880.0,75368.0,false,fishing_village,3,farming_village,6,19,30000.0,cap
masty,grodno_province,LIT,rural_settlement,livestock,73120.0,5262.0,false,"",0,farming_village,3,12,15000.0,workers
zhenfeng,xilong_province,NLG,rural_settlement,pepper,61500.0,5127.0,false,"",0,"",0,0,0.0,""
hanyuan,lizhou_sichuan_province,TNQ,rural_settlement,fur,50100.0,4671.0,false,forest_village,1,"",0,0,0.0,""
sidi_okba,aures_province,ZAB,rural_settlement,salt,22800.0,21855.999999999996,false,inland_saltworks,2,"",0,0,0.0,""
tangkya,gonjo_province,GNJ,rural_settlement,livestock,16800.0,5795.0,false,"",0,farming_village,1,1,5000.0,land
trang_an,thien_truong_province,DAI,rural_settlement,salt,72540.0,69556.0,false,salt_collector,2,"",0,0,0.0,""
attock,peshawar_province,DLH,rural_settlement,cotton,104330.0,38310.0,false,"",0,farming_village,6,12,30000.0,cap
ahaus,munsterland_province,MUN,rural_settlement,livestock,65700.0,43825.0,false,"",0,farming_village,3,3,15000.0,land
urgal,upper_bureya_province,CHI,rural_settlement,wild_game,13900.0,1864.0,false,forest_village,0,"",0,0,0.0,""
texistepec,coatzacoalco_province,CTZ,rural_settlement,maize,113250.0,22662.0,false,"",0,farming_village,2,17,10000.0,workers
mboune,jolof_province,JOL,rural_settlement,livestock,17400.0,15048.0,false,"",0,farming_village,0,0,0.0,land
athmallik,orissa_garjats,BAD,rural_settlement,sugar,94850.0,30015.0,false,"",0,"",0,0,0.0,""
kainta,katagalugan_province,CNT,rural_settlement,lumber,75650.0,19464.0,false,lumber_mill,2,"",0,0,0.0,""
tonala,tonala_province,TNL,rural_settlement,maize,192170.0,4421.0,false,"",0,farming_village,0,36,0.0,workers
siba_circassia,taman_province,HYT,rural_settlement,millet,47410.0,4923.0,false,"",0,farming_village,0,7,0.0,workers
tomakivka,kodaky_province,GLH,rural_settlement,livestock,39700.0,2916.0,false,"",0,farming_village,0,6,0.0,workers
nowdezh,minab_province,ORM,rural_settlement,wild_game,27400.0,1726.0,false,forest_village,1,"",0,0,0.0,""
dornoch,sutherland_province,SCO,rural_settlement,wild_game,106940.0,4327.0,false,forest_village,0,farming_village,0,19,0.0,workers
panuco,huasteca_province,MCC,rural_settlement,fish,94040.0,34506.0,false,fishing_village,3,"",0,0,0.0,""
al_muwaylih,madian_province,MAM,rural_settlement,fruit,21600.0,3181.0,false,"",0,fruit_orchard,0,2,0.0,workers
brie_comte_robert,gatinais_province,FRA,rural_settlement,wine,194880.0,25568.0,false,"",0,farming_village,6,32,30000.0,cap
dhading,east_gandak_province,KTU,rural_settlement,marble,42400.0,25165.0,false,marble_quarry,1,"",0,0,0.0,""
echemmaia,dukkala_province,MOR,rural_settlement,fruit,52910.0,11111.0,false,"",0,fruit_orchard,6,7,30000.0,cap
donglan,nandan_province,DLN,rural_settlement,rice,41600.0,13360.999999999998,false,"",0,farming_village,0,4,0.0,workers
pingwu,longan_province,LGZ,rural_settlement,livestock,49400.0,6449.999999999999,false,"",0,farming_village,1,7,5000.0,workers
neubrandenburg,seenplatte_province,MKL,rural_settlement,clay,150250.0,27934.0,false,clay_pit,2,farming_village,6,23,30000.0,cap
holar,north_farthing,ICE,rural_settlement,livestock,5800.0,2048.0,false,"",0,farming_village,0,0,0.0,land
khakhaly,kurmysh_province,GLH,rural_settlement,legumes,44810.0,3494.0,false,"",0,farming_village,0,7,0.0,workers
wloclawek,kuyavia_province,POL,rural_settlement,sand,107430.0,15797.0,false,sand_pit,1,"",0,0,0.0,""
zilina,trencsen_province,HUN,rural_settlement,lumber,51410.0,21965.0,false,lumber_mill,2,"",0,0,0.0,""
sariyahsi,kirsehir_province,KAR,rural_settlement,livestock,88020.0,11512.0,false,"",0,farming_village,5,14,25000.0,workers
medellin,villanueva_de_la_serena_province,CAS,rural_settlement,wheat,130640.0,20869.999999999996,false,"",0,farming_village,6,20,30000.0,cap
salins_les_bains,aval_province,FCB,rural_settlement,salt,126550.0,19173.0,false,inland_saltworks,2,"",0,0,0.0,""
oril,karlivka_province,GLH,rural_settlement,millet,40600.0,5091.0,false,"",0,farming_village,0,6,0.0,workers
