location_tag,population_capacity
nga_lac,127
ngabang,144
ngabo,170
ngada,91
ngadjuri,151
ngalakan,229
ngaliwuru,298
ngalkbun,192
ngambe,250
ngamotu,81
ngamring,11
nganaa_nui_atoll,11
ngandatha,368
ngandi,180
ngandji,391
nganyaywana,221
ngaoundaye,447
ngaoundere,389
ngaous,224
ngape,82
ngaputaw,293
ngarbal,271
ngargad,150
ngarigo,280
ngarinman,322
ngarinyin,281
ngarla,226
ngarluma,104
ngarrindjeri,205
ngasingu,186
ngatjumay,240
ngato,176
ngau,11
ngazargamu,132
ngazidja,53
nggela,13
nghe_ann,43
ngibelai,243
ngikwatela,336
ngilukumong,310
ngimbo_amburi,147
ngisir,250
ngisonyoka,322
ngiyepakuno,159
ngoc_ma,100
ngokro,347
ngola,153
ngololo,60
ngongoa_moelo,132
ngonnemoa,48
ngouma,111
ngousa,232
ngoussa,24
nguburinji,407
nguera,195
nguff,183
nguidjilone,31
nguigmi,35
ngumbari,92
ngume,184
ngunawal,168
nguri,212
ngurraiillam,298
nguru,157
nguyi,176
ngwane,370
ngwaun,341
nhanta,153
nhat_nam,62
nheengaiba,116
nheteroia,206
nhuwala,23
ni_alniigi,228
ni_haunchi_to,241
ni_okaska,360
niagara,50
niagassola,200
niah,150
nianbo,51
niani,179
niantjila,174
niarada,182
nibork,93
nibuchu,303
nicabau,51
nicalaax,11
nicastro,306
nicatous,84
nice,266
nichabau,67
nichicun,11
nicobar,27
nicosia_cyp,166
nicosiasic,280
nictaux,36
nidaros,12
nidda,94
nidula,26
nidym,11
niebla,91
niemcza,72
niemodlin,55
niena,226
nienburg,183
nifi,76
nigde,116
nigitai,129
nih_iitkotousi_l,192
nii,191
niigugis,11
niihari,179
niikappu,17
niikawa,373
niineniiniicie,146
niiohehsane,77
nijmegen,309
nikahionhwakowa,77
nikhdhintanwan,244
nikitotegwak,40
nikkaluokta,11
nikki,505
nikolo_dor,76
nikolsk,70
nikolskoye,59
nikolskoye_andoma,88
nikolskoye_kema,83
nikolskoye_pontic,85
nikolsky,50
nikolsky_pogost,147
nikoma,519
nikopol,142
niksar,129
nikwasi,37
nilagiri,360
nilakamberu,544
nilandhe_atoll,11
nilapohuana,254
nilka,126
nima,65
nimanburu,146
nimde,11
nimes,363
nimnyr,11
nimvar,61
nindi,341
ninescah,198
ningbian,65
ningchang,1263
ningde,268
ningdu,229
ningfan,80
ningguo,549
ningguta,181
ninghai,415
ninghua,90
ninghua_tingzhou,214
ningjin,273
ningjin_zhaozhou,263
ningling,150
ningpu,310
ningshan,81
ningxia,183
ningxiang,520
ningxiang_shizhou,79
ningyang,331
ningyuan,503
ningyuan_gongchang,121
ningyuan_jinzhou,198
ningyuan_wananjun,280
ningzhou,214
ninil,837
nioac,345
niobrara,217
nioman,300
niono,136
nioro,141
niort,156
nipigon,86
nipissing,58
nipissis,34
nipisso,44
nipissu,49
nir,58
nirgua,164
nirmal,808
nis,126
nisa,76
nisab,25
nisenan,57
nisga_a,227
nishapur,60
nishi,12
nishikanbara,454
nishikubiki,93
nishimatsuura,195
nishimorokata,123
nishimuro,213
nishiokitama,84
nishisonogi,147
nishiusuki,95
nishnabotna,342
nisiamk,41
niskibi,11
nisohone,148
nisqually,98
nissouri,57
nistam,43
nita,122
nita_arabia,54
nitahende,472
nitamibontegw,65
nito,48
nitra,198
nitta,202
niue,12
niugtaq,11
niuquanzi,22
niurba,11
niushan,153
niuwu,127
nivelles,322
niwa,216
nixgu,234
nixi,115
niya,12
niyaj,248
niyazabad,85
nizhelskoe,49
nizhnekolymsk,11
nizhneudinsk,564
nizhny_chir,85
nizhny_lomov,79
nizhny_novgorod,64
nizhny_tagil,164
nizhnyaya_salda,72
nizhnyaya_toyma,11
nizhyn,51
nizwa,32
njamara,49
njambi,151
njimi,65
njoko,131
nkambe,387
nkankezi,105
nkata,194
nkee_us,142
nkunga,96
nlaka_pamux,131
nmejuaqnek,54
nnewi,886
nng,11
nnke,265
noadihang,96
noanama,52
noanamaronga,169
nobel,35
nochemoweniing,35
nochistlan,229
nochixtlan,195
nochpeem,47
nochu_ci,87
nodaway,281
nogamsig,95
nogaro,177
nogent_sur_seine,173
nogolma,129
nogoya,183
nograd,139
nogui,145
noguinet,156
nogule,86
noh_peten,87
nohmul,52
nokoni,226
nokor_reach_seyma,68
nola,620
nomatsigenga,582
nomi,214
non,278
nonacho,11
nonantola,155
nong_bok,87
nong_bua_lamphu,86
nong_khay,118
nonga,39
nongan,530
nongatl,34
nonoava,262
nonot_daxinic,324
nonouti_atoll,11
nontron,131
nonualco,53
nooherooka,115
nooksack,61
noongar,290
nopiloa,181
noptinte,127
nora,50
nora_eth,307
nordhausen,153
nordhordland,48
nordmark,100
noris,227
norman_wells,11
norosi,186
norquinco,18
norridgewock,70
norrkoping,99
norrtalje,89
north_andaman,86
north_buganda,293
north_dahalo,449
north_hia_ced_oodham,27
north_hlanganu,395
north_jeongju,86
north_juma,206
north_kimbu,478
north_letota,90
north_meetto,315
north_ngindo,522
north_pumpu,267
north_sakuye,791
north_shirima,519
north_wembere,381
north_yao,420
northampton,214
northway,41
norton,214
norwich,147
nosbonsing,37
nosy_bali,56
nosy_be,11
notameohmeshehse,214
notinito_sipiy,231
notiskuan,49
noto,227
noto_jap,215
noto_ussuri,241
notse,226
notsuke,64
nottaway,36
nottingham,165
notukeu,258
nouakchott,29
nouamghar,15
noul_lamta,20
nounkonkan,302
nova_friburgo,264
novara,1018
novaya_lyalya,82
novaya_pokrovka,87
novgorod,16
novhorod_siverskyi,54
novi,134
novigrad,55
novita,36
novo_alexandrovskoye,57
novo_brdo,250
novo_mesto,191
novoaidar,92
novoanninsky,64
novogrudok,36
novohrad_volynskyi,38
novonikolayevsky,68
novopavlovsk,77
novopskov,66
novoselitskoye,79
novosil,42
novosyolovo,170
novy_bykhaw,48
novye_burasy,81
nowdezh,49
nowe,110
nowogard,34
nowoszczecin,82
nowrangapur,590
nowy_sacz,189
nowy_targ,165
noya,328
noyon,189
noyon_uul,11
noyuo,11
nozza,257
nsolu,58
nsukka,697
ntenke,165
ntiltxitk,87
ntshekane,161
ntsoana_tsatsi,411
ntsweng,145
nuba_sud,991
nubzur,129
nuchiu,201
nuciiq,16
nudarcha,309
nueltin,12
nuka,108
nukamkiajijk,80
nukanobu,272
nuket,359
nuku_hiva,13
nukufetau_atoll,11
nukunonu_atoll,11
nukunu,177
nukutavake,11
numaniyyah,292
numaykoos,11
numedal,39
numee,21
nunainguk,11
nunalla,11
nunapichuq,30
nunatonowago,110
nunggubuyu,212
nungu,162
nunkolo,103
nunligran,11
nunnanen,5
nunu,322
nunura,130
nunusaku,71
nuochakha,11
nuoluo,198
nuomin,224
nuorttijarvi,9
nuotara,11
nupeko,233
nur,124
nurabad,59
nurchuu,15
nuremberg,65
nurgan,26
nurlykent,68
nurmes,11
nurota,99
nurpur,380
nusaybin,156
nushki,39
nutanke,258
nutari,182
nutel_gyrgym,11
nutepylmyn,11
nuuriileng,89
nuurvik,11
nuvuqaq,11
nuwakot,284
nuweiba,11
nuxalc,25
nuzket,61
nuzvid,744
nwalungu,423
nwamethin,248
nyachukha,183
nyaki_nyaki,240
nyakyusa,194
nyala,789
nyalam,20
nyamal,54
nyamina,148
nyamwezi,529
nyanga,121
nyangu,189
nyangumarda,515
nyangwe,161
nyani,196
nyanja,339
nyarinde,118
nyarong,249
nyasvizh,43
nyaungyan,148
nyawaygi,198
nyazepetrovsk,124
nyelayu,31
nyemo,6
nyena_kapemba,157
nyerpicha,11
nyikina,205
nykoping,66
nyon,160
nyong,90
nyonoksa,12
nyrob,114
nysa,65
nyssa,141
nystad,35
nytva,91
nyuele,11
nyuksenitsa,111
nyurum_yegan,11
nyuu,214
nyuya,11
nyzhnia_duvanka,131
nyzvar,29
nzwani,18
o_ahu,40
oacco,104
oahaha,178
oancea,77
oando,80
oapan,175
ob,11
oban,28
obaska,95
obdorsk,11
oberdorf,84
oberkirch,178
oberndorf,133
obi,71
obidos,121
obion,176
obishikokaang,122
oblivskaya,53
obock,11
obolensk,23
oborniki,59
oboyan,48
obruk,64
obyachevo,70
ocana,182
ocanga,188
occaneechi,77
oceko_sipiy,256
ochechiton,187
ocheyedan,231
ochi,178
ochyor,62
ockelbo,44
ocmulgee,84
ocol,279
oconee,98
oconto,138
ocosingo,42
ocotelolco,531
ocotepec,413
ocro,147
ocuogun,11
ocute,99
oda_boru_ruva,326
odaawaa,90
odam,155
oddernes,34
odemira,46
odense,102
odienne,471
odintsovo,178
odoli,221
odonga,259
odorhei,37
odoyev,40
oettingen,112
oevemanaho,130
ofaie,253
offa,152
offenbach,184
offenburg,183
offerdal,30
ofoti,11
ogain,13
ogbomosho,416
ogeechee,94
ogiciza_wakpa,188
ogoja,586
ogoki,54
ogomoor,260
ogonok,11
ogoowe_kongo,230
ogowe,218
ohatchee,72
oheyandewa,158
ohktouna,163
ohkweeo_owingeh,157
ohoi_ewur,28
ohoopee,92
ohrdruf,126
ohrid,100
ohringen,124
oiampi,192
oimiakon,11
oitylo,15
oiyin_korken,16
okaisipi,46
okak,11
okam,11
okanagan,219
okanja,189
okarito,11
okavango,130
okaw,149
oke_ila,391
okeechobee,147
okehampton,229
okeloussa,158
okhaldhunga,276
okhannoye,50
okhona,64
okhtyrka,76
oki,12
okladnikova_sloboda,11
oklan,11
okobojo,174
okoneshnikovo,330
okotoks,169
oksu,11
oktahutchee,360
oktyabr_skii,11
okwanuchu,36
ol_de_trail,11
oladjau,333
olan,24
olanchito,102
oland,34
olavsvik,11
olawa,68
oldenburg,90
oldenzaal,100
olekma,11
oleksandrivka,218
olenda,111
olenegorsk,11
olenitsa,11
olentangy,137
olenyok,11
oleron,9
oleshia,66
olesnica,81
olesno,95
olevsk,45
olgov,58
olguydakh,11
oli_baraza,105
olimisk,32
olite,135
oliveira,134
ollalko,284
ollelewa,134
ollo,72
olo,93
olofsborg,27
olohose,205
olomouc,240
olonets,15
olongki,39
olooko_kuol,11
oloron,176
olovo,79
olsnica,81
olsztyn,66
oltu,110
olvera,186
oma,11
oma_sacopo,151
omaguacas,65
omaha,222
omalo,19
omatako,509
ombabika,106
ombongo,165
ombu,224
omchak,11
omchikan,11
omchug,11
omdurman,500
omerkot,362
ometepec,277
omkoi,70
omo,690
omoloon,11
omoloy,11
omotik,369
ompompanusooc,45
omsk,301
omusee,122
omuskira,147
omuthiya,341
omutninsk,158
onabeesh,223
onandagoa,67
onaping,85
onasatis,69
onatchiway,32
onate,229
ondaimas,532
ondaonnentakwi,23
ondjiva,209
ondo,442
ondonga,334
one,135
onekama,139
oneniote,61
onenioteke,64
oneonta,77
oneyotdehaga,65
onga,290
ongamira,138
ongiin_khiid,259
ongjin,126
ongkakaringa,138
ongoulastoga,143
onguday,17
onguren,79
onimgohow,102
onistagane,25
onitsha,861
onkobagag,41
onnekotan,11
onnikisisaahtaayi,165
onnyos,11
onogost,28
onojutta,93
onon,87
ononio_he,182
onontchataronon,45
onoto,383
onotoa_atoll,11
onseong,199
ontajarvi,11
ontaretse,50
ontonagon,162
onushkis,42
onyuu,212
oochi,140
oodweyne,220
oohkoi_yohe,315
oohl,57
ooita,141
oolenoy,46
oono_bungo,152
oonuma,50
ooshiyn_gobi,17
oosumi,29
ootsu,149
oozato,63
opalkova,58
oparino,87
opaskwayak,182
opatow,150
opava,381
opawica,77
opaye,446
opelousa,164
opemisca,61
opequon,41
opimika,58
opinicon,39
opishnya,49
opiticiwan,80
opoa,450
opochka,42
opocopa,16
opoczno,107
opole,121
oposura,253
oppdal,17
oppenheim,131
oppunda,91
opuskowin,145
oqumkikiak,59
or_aktobe,281
or_keo,172
or_qapi,55
oradea,146
oral,251
orambul,174
oran,49
orange,146
orasul_de_floci,57
oravsky_podzamok,207
orayvi,112
orchha,668
orchimont,205
orcoquisac,54
orda,42
orda_bazar,34
ordos,181
ordu_bazar,76
orebro,25
orekhovna,48
oreos,28
oreshek,57
orgelet,274
orgiva,185
orgyot,11
orhei,120
oriel,70
orihuela,164
oril,81
orinucu,194
oristan,110
oristano,65
orivesi,50
orkdal,29
orkhon,321
orkney,40
orland,120
orleans,198
orlov,112
orlovka,11
orlow,66
ormara,18
ormenio,96
ormogang,11
ornans,191
ornofay,75
oro_win,191
orocue,580
orog,25
orokaiva,83
oromocto,55
oronckota,109
oronia,55
oropesa,36
orosei,54
orosi,76
orosu,11
orotko,11
orotuk,11
orotukan,11
orsa,42
orsha,47
orta_kuyu,11
orte,204
orthez,161
ortrask,11
oruro,81
orvietano,157
oryahovo,97
os_kino,11
osa,79
osaakiiwaki,122
osaka,393
osanamon,166
osatayogliglas,194
osby,156
osenny,11
osh,173
oshawa,37
oshika,193
oshogbo,376
osian,407
osijek,123
osinsky,180
osisko,98
oskelaneo,77
oskemen,318
oskennonton,44
oskoba,11
oskol,62
oslo,47
osnabruck,159
osnavieh,79
osovets,44
osoyoos,197
ossabaw,63
ossipee,63
ossossane,31
ostashkov,43
ostend,257
oster,43
osterburg,190
osterholz,76
ostiglia,142
ostrechiny,68
ostroda,52
ostrogozhsk,71
ostroh,42
ostroleka,108
ostrov,33
ostrov_beringa,11
ostrovo,42
ostrovskoye,83
ostrow_wielkopolski,77
ostrzeszow,79
osukyuze,255
osuna,222
oswegatchie,68
oswego,57
oswestry,230
oswiecim,278
ot_esh_otchore,118
ot_kyuyel,11
otadaonanis,11
otaez,154
otakou,191
otapingshewee,98
otas,239
otatitlan,165
otavalo,108
otegu_qulan,11
otelnuk,11
otennienontant,35
otepoti,83
otjozondjii,11
otlaquiquixtla,153
otnabog,38
otocac,68
otog,700
otomi,2247
otonabee,56
otrar,27
otredal,49
otrozhny,11
otse,208
otsiningo,54
otta,39
ottauquechee,45
otuke,245
otun,442
otuques,317
otzoya,181
ou,98
ouachita,205
ouagadougou,906
ouagama,51
ouaka,1233
ouallam,73
ouara,208
ouargla,56
ouarzazate,33
ouasimesca,29
ouasioto,91
oudenaarde,175
ouentarionk,30
ouezzane,225
ougen,197
ouham,1080
ouiatchouaniche,54
ouiauirabugu,37
oujda,71
oukwanyama,287
ouled_djellal,38
oum_hadjer,459
ounianga,11
ouning,286
ouray,135
ourense,392
ouricuri,391
ourique,44
outapimiskou,30
outaragasipi,36
outeniqua,87
ouvea_atoll,32
ovaherero,299
ovech,253
oviedo,417
oviken,9
ovimbundu_kongo,129
ovruch,38
owambo,292
owanburra,562
owashtanong,174
owatonna,158
oweekeno,23
owo,280
oxford,210
oxitlan,189
oxtlipan,497
oyate_shisha,245
oyem,224
oyestad,44
oymyakon,11
oyo_ile,140
oyotun,11
oyusut,11
oyuuhardaax,11
ozanna,174
ozerevo,49
ozieri,91
ozinki,113
ozita,147
ozoro,568
oztoman,664
ozuluama,511
ozumacin,154
ozurgeti,84
pa_kiut_lema,132
pa_lus_sa,151
paanajarvi,16
paarl,32
paat,344
pabaska,176
pabna,733
pacaca,581
pacaha,112
pacahuara,151
pachan,136
pachina,62
pachora,1088
pachyohcan,376
pacitan,173
pacolate,73
padaividu,1509
padang,61
padas,101
paddar,86
paderborn,279
padise,49
padova,393
padum,162
pag,27
paga,252
pagai,39
pagan,141
pagaruyung,92
pagashi,11
pagatan,71
paguat,65
pagwachuan,97
pah_rimpi,139
pahang,182
pahatsi,262
pahdteeahnooch,185
pahotcha,333
pahva_nits,160
pai_tavytera,362
paiaco,896
paici,64
paide,41
paikend,61
paikmal,791
paikoneka,407
pailon,197
paine,11
pairindi,429
paisley,55
paititi,52
paiwan,39
paiyo_he,190
pajala,11
pajang,715
pak_huei_lang,87
paka,79
pakaasnovos,212
pakala,655
pakamik,107
pakana,102
pakanahuili,74
pakatnamu,203
pakembangan,512
pakhachi,11
pakil,43
pakokku,235
pakpak,66
pakpattan,358
pakrac,77
pakuali,12
pakuan,375
pal_lahara,678
palada,78
palamau,560
palampet,975
palampur,416
palana,11
palanga,36
palani,1344
palanpur,766
palaquechare,72
palas_pasemah,79
palasamudram,594
palatka,11
palazzolo,293
palekh,32
palembang,94
palencia,125
palenzuela,138
palermo,444
palestrina,594
palghat,1368
pali,588
pali_uttar_pradesh,1928
paliac,42
palikur,46
palisema,83
palitana,474
pallachacola,127
pallakolu,655
palma,170
palma_del_rio,184
palmas,249
palmeira,294
palmeira_brasil,147
palmi,188
palopo,65
paltamo,12
palu,204
palyavaam,11
palyku,20
pama,300
pambala,311
pame,359
pamiers,154
pamkala,120
pamlico,64
pampa,31
pampahuaylla,150
pamplona,197
pamticough,69
pamunkey,46
pamuuyu,89
panama,111
panamahkas,147
panaon,62
panar,874
panara,263
panaskerti,77
panatahuas,146
panati,173
pancevo,152
panchagarh,1361
pandalam,1193
pandansalas,431
pandjih,109
pandua,2518
pandua_adina,2424
panduranga,117
panemune,43
panenetah,201
panevezys,29
pangalia,41
pangandaran,288
pangani,57
pangasugan,70
pangguyangan,496
pangi,47
pangkalan_kerinci,153
pangkalpinang,100
pangnirtung,11
pangu,216
pangvay,122
pangwa,387
pangyang,82
panina_ticutta,124
panipat,1227
panjakent,59
panjshir,79
pankara,302
pankararu,894
pankshin,570
panna,469
pannai,55
panqiao,136
pantabangan,67
pantagoras,274
pantepec,288
pantian,475
pantlan,165
panuco,258
panugallu,814
panyabungan,68
panyu,233
panzaleo,121
paola,180
papa,196
papamane,167
papantla,129
papanton,710
papasquiaro,99
papayeca,84
paphos,214
papigochic,149
papile,40
papora,62
paposo,11
papun,159
papyeong,117
paqwayranra,71
para,459
para_gaviao,99
paracatu,474
paraguachoa,22
paraguana,63
paraiba,1064
paraibuna,29
parakana,138
paralkot,276
paramaribo,207
paramonga,174
paramushiru,11
paranabuku,530
paranaiba,445
paranaidji,479
parangipettai,1256
paranoa,413
parapolsky,11
parapopeba,132
parchim,71
parecis,347
paredarerme,277
pareja,81
paren,11
parenda,784
parepona,193
parfenyevo,56
parga,37
pari_aike,250
pariahuanca,60
pariaman,93
paribari,266
parigi,33
paris,687
parita,172
parkal,879
parkateje,163
parkhali,47
parlakimidi,828
parma,264
parnagua,842
parnaiba,48
parnanguara,68
parnu,43
paro,11
paroom,14
parpagoha,34
parrusit,241
parsberg,92
parscov,74
parthenay,213
paru,98
paruhuya,313
parun,47
pasai,94
pasaman,97
pasapkedjinawong,39
pasca,182
pascagoula,121
paser,112
pashas,178
pashino,120
pasho,11
pashozero,79
pasni,15
paspebiac,34
pasrur,576
passagassawkeag,56
passamaquoddy,52
passau,198
passavant,252
passo_fundo,438
passos,104
passu,11
passumpsic,48
pasukhdin,217
pasvalys,35
patagonia,11
patan,1322
patapsco,51
patarabueye,298
patawomeck,50
pataxo,108
patay,169
patchepawapoka,11
pate,131
patea,163
patgasa_wakpa,181
pathankot,341
patharkandi,332
pathein,358
pathri,1520
pati,522
patia,119
patiri,179
patna,3685
patna_garjat,611
patna_us,46
patoka,144
patom,11
patos,174
patpatar,37
patras,45
patsaliga,124
pattani,109
patti,219
pattukkottai,1225
patuxent,44
patuxet,54
patzcuaro,242
pau,238
paucartambo,43
paunacussing,54
paungde,238
pauzhetka,11
pavagada,595
pavia,537
pavlohrad,89
pavlovo,63
pavlovskaya,79
pawcatuck,51
pawir,188
pawwikamsipi,157
paxson,11
paxtang,37
paya,57
payacullo,167
payaku,126
payette,125
paykend,25
payomkawichum,113
payubre,585
payzawat,51
pazhaverkadu,702
pazin,58
peam,461
pebuenmapu,190
pecanha,146
pecatonica,142
pecatonica_wi,171
pech,62
pechenga,39
pechichitane,1172
pechora,11
pecs,163
pecunktuk,55
peddapalli,608
pedersore,11
pedraza,104
pedroche,133
peedee,84
peekin,11
peerapper,292
peewareewa,152
pegalan,79
pegas,855
pegnitz,80
pegu,255
peixian,385
peja,149
pekalongan,512
pekatek,81
pelaihari,126
pelalawan,79
peledui,11
pelisipi,52
pelly_faro,128
pelly_river,12
pelme,12
pelmo,11
pelym,42
pema,10
pemba,405
pembar,10
pembina,216
pembina_ab,226
pembroke,119
pemetic,12
pemigewasset,58
penaca,167
penafiel,133
penatuka,299
pendau,44
pende,374
pende_kongo,55
pende_kwila,253
pendra,267
penglai,341
pengshan,77
pengshui,630
pengxi,421
pengze,177
pengzhou,178
peniscola,160
penlamu,1170
penllyn,55
pennacook,61
pennadam,1152
pennagaram,1303
pennyrile,182
penobscot,72
penointikara,53
penrith,165
pensacola,118
pentlatch,67
penukonda,589
penza,75
peoria,188
pequawket,54
perambalur,1211
peranap,81
perbatasan,111
perbaungan,78
pere,945
pereiaslav,57
perelyub,83
perembba,140
peremyl,34
pereru_tepu,152
peresopnytsya,42
perevitska,141
perevoz,44
pereyaslavl,37
perg,207
peribonka,51
perigueux,189
perija,258
perlis,98
perm,103
pernstejn,251
peronne,287
perperek,72
perpignan,116
perquilauquen,124
perreux,178
pertek,77
perth,169
perugia,154
pervomayskoye,342
pervouralsk,59
pesagi,102
pesaguan,80
pesaro,147
peschanokopskoye,69
peschiera,261
pescia,263
peshawar,298
peshtigo,137
pessamit,43
pest,254
pestravka,101
pestyaki,31
petaigan,174
petawanga,118
petawawa,57
petitcodiac,38
petitsikapau,11
petrinja,80
petrovaradin,148
petrove,78
petrovsk,84
petrovsk_rostov,41
petrovskoye_pontic,113
petursvik,11
peureulak,94
pewjeg,47
peyre,106
peyrusse,129
pfaffenhofen,152
pgotapesg,55
phakant,129
phakphok,896
phalaborwa,515
phalvardhika,287
phanat,104
phander,10
phankeska_wakpa,124
phanom_rung,94
phari,10
phayao,119
phayuhakhiri,217
phetchaburi,139
phimai,107
phnom_penh,1350
phnom_santuk,388
phnom_srok,214
phon_hong,82
phon_nha,92
phong_tho,18
phongsali,50
phonsavan,113
phrae,116
phraek,247
phsar_dek,451
phu_wiang,95
phuenchapura,93
phuktal,218
phulbani,513
phulia,639
phutthaisong,125
phyu,164
piacenza,202
piachi,80
piantouguan,147
piatra_lui_craciun,86
piaui,507
piaxtla,224
piazza,94
pibor,677
picanoc,48
picchu,29
pichan,38
pichinamei,64
pickawillany,191
pictou,37
piedimonte,332
piedrahita,76
pieninka,11
pierruiat,52
pietalava,44
pietrykaw,44
pieve,8
pigou,53
piguique,213
piipaash,53
pikalyovo,43
pikillaqta,78
pikumche,162
pikunwijimapu,449
pikwakanagan,63
pikwedina,173
pikwedina_sagaomam,153
pikwitonei,101
pilak,516
pilda,31
piletisipuk,33
pilibhit,1306
pillahuinco,613
pilon,614
piltene,20
pilzno,121
pimicaskewyashik,195
pimpu,261
pimuu_nga,11
pina_de_ebro,51
pinanaca,160
pinar,129
pindale,181
pindi_bhattian,463
pindi_gheb,498
pindiga,480
pinega,11
pinerolo,355
pingba,91
pingchuan,227
pingdi,79
pingdian,105
pingding,157
pingdisonglin,215
pinggu,119
pinghe,227
pingji,299
pingjiang,327
pingjin,249
pingle,127
pingli,63
pingliang,207
pinglu,235
pingnan,252
pingquan,258
pingshan_huiyang,478
pingshan_zhending,238
pingwu,153
pingxiang,283
pingxiang_pingxiang,59
pingyang,477
pingyang_guiyang,491
pingyao,99
pingyin,481
pingyu,266
pingyuan_jinan,263
pingyuan_mei,364
pingyue,138
pingzhu,184
pinheiro,510
pinhel,110
pinjarup,104
pinle,187
pinneberg,148
pinoh,119
pinsk,50
pintahae,100
pinya,226
pio_gwut,72
piombino,21
piotrkow_trybunalski,129
pipanaco,277
pipipa,266
pipli,1834
pipmuacan,31
piquiri,246
piracicaba,156
piran_i_kaliyar,576
piranga,108
piranshahr,52
pirapora,187
piratini,174
piratinin,223
piratininga,53
piray,519
pirca_pirca,46
piren,61
piri,89
piripucu,239
pirloganda,36
pirmasens,69
pirna,423
pirot,95
pisa,259
pisaq,37
piscataquis,73
piscopeek,45
piscoutagami,95
pisek,172
pishagar,83
piskorowice,116
pismachi,218
pissis,22
pisticoui,116
pistoia,561
pitaguari,78
pitahauerat,239
pitchibourenik,19
pitea,22
piterka,69
pitesti,60
pithapuram,411
pitic,98
pitigliano,118
pitkachi,141
pitlaxa,302
pitlyar,11
pitsunda,40
pitta_pitta,11
pitten,166
pium_i,275
piumhi,167
pivehzhan,34
pivn_man_antu,163
pixian,130
pixipixi,157
placentia,60
plasencia,94
plauen,309
plavsk,62
plenita,100
pleszew,96
pleven,128
plieran,120
pljevlja,115
plock,125
ploermel,281
ploesti,196
plon,134
plonsk,106
plovdiv,226
plymouth,332
plyussa,42
plzen,161
po,230
pobeda,11
pocasse,162
pocatalico,86
pocheon,53
pochep,42
pochutla,117
pocologan,32
pocorosa,109
pocosin,49
pocotaligo,67
poctlan,202
pocumtuck,85
podberezye,40
podebrady,210
