location_tag,area_km2,capacity_people_p10,capacity_people_p50,capacity_people_p90,people_per_km2,crop_capacity_people,livestock_capacity_people,marine_capacity_people,freshwater_capacity_people,wild_capacity_people,apiary_capacity_people,rainfed_crop_capacity_people,irrigation_increment_capacity_people,tsetse_livestock_capacity_loss_people,cool_cereals_capacity_people,warm_cereals_capacity_people,wet_rice_capacity_people,maize_capacity_people,roots_tubers_capacity_people,tropical_perennials_capacity_people,feasible_cultivated_fraction,food_system,external_crop_source_coverage,normalized_capacity,model_version,source_manifest_hash
ozumacin,1623.857942,21366,31420,43360,19.349221,25166,1900,0,3636,627,92,23130,2035,0,0,0,0,6553,18613,0,0.068800,cassava+maize,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ozurgeti,1139.142780,55919,82234,113483,72.189219,68166,2887,10963,0,183,35,66052,2114,0,68166,0,0,0,0,0,0.236500,wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
pa_kiut_lema,6430.858444,10189,14983,20677,2.329887,0,12971,0,0,1634,378,0,0,0,0,0,0,0,0,0,0.236500,maize+sweet_potato,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
pa_lus_sa,7602.373100,36750,54043,74580,7.108765,33342,11608,0,8503,467,124,30645,2697,0,0,0,0,33342,0,0,0.076000,maize,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
paanajarvi,21803.869417,36283,53357,73633,2.447156,0,12608,0,33744,5449,1557,0,0,0,0,0,0,0,0,0,0.420000,barley+foxtail_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
paarl,898.018347,9532,17331,26863,19.299377,11996,5335,0,0,0,0,11996,0,0,0,0,0,0,10122,1874,0.309600,sweet_potato+banana,0.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
paat,6909.594145,26274,40174,56806,5.814208,17270,14370,0,8117,323,94,15874,1397,0,0,0,0,0,17270,0,0.144000,taro,0.800000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
pabaska,9090.403375,229851,338017,466463,37.183927,320002,17319,0,0,583,112,320002,0,0,0,0,0,320002,0,0,0.144000,maize,1.000000,12,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
pabna,1763.082445,90030,137661,194652,78.079601,130507,3648,0,3436,57,12,116524,13983,0,0,0,109665,0,0,20842,0.420000,rice_wet+banana,0.800000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
pacaca,3652.547905,50930,74897,103358,20.505523,50386,2538,19235,0,2648,90,48824,1562,0,0,0,0,12121,38266,0,0.054400,cassava+maize,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
pacaha,4509.612796,568278,835703,1153270,185.315904,820194,9712,0,5608,157,32,732316,87878,0,0,0,0,688742,131451,0,0.420000,maize+sweet_potato,1.000000,29,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
pacahuara,6582.780278,357418,525615,725348,79.846920,494216,25740,0,5659,0,0,441264,52952,0,0,0,0,83123,411093,0,0.420000,cassava+maize,1.000000,18,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
pachan,5641.008436,133468,196277,270862,34.794679,183476,3431,0,6439,2828,103,168636,14840,0,0,0,0,132326,51150,0,0.146200,maize+sweet_potato,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
pachina,2086.167427,300211,441487,609252,211.625971,407399,10822,13398,9868,0,0,351206,56193,0,0,0,0,341387,66012,0,0.420000,maize+sweet_potato,1.000000,15,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
pachora,4258.620786,50478,74232,102440,17.431026,58687,8857,0,6420,211,58,53940,4747,0,0,47197,0,0,11490,0,0.144000,sorghum+yam,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
pachyohcan,656.086718,9982,14680,20258,22.374674,12086,2593,0,0,0,0,12086,0,0,0,0,0,12086,0,0,0.309600,maize,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
pacitan,2384.016540,42902,63091,87065,26.464043,44578,1622,15310,0,1523,57,43196,1382,0,0,0,0,0,7957,36621,0.054400,banana+yam,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
pacolate,2632.629432,194144,285506,393998,108.449039,277592,3001,0,4302,534,76,255140,22452,0,0,0,0,210246,67347,0,0.309600,maize+sweet_potato,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
padaividu,2399.692064,63924,94006,129729,39.174365,91521,1556,0,0,892,38,91521,0,0,0,69765,0,0,21756,0,0.244800,sorghum+yam,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
padang,2116.737501,36682,53945,74444,25.484801,36056,1471,14762,0,1603,52,34938,1118,0,0,0,0,0,5771,30285,0.054400,banana+yam,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
padas,4310.285340,199832,293870,405541,68.178864,276744,1967,13696,0,1415,48,268163,8581,0,0,0,0,0,53310,223435,0.244800,banana+yam,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
paddar,1262.884133,7426,10921,15071,8.647827,4528,2646,0,3596,129,23,4162,366,0,4528,0,0,0,0,0,0.032000,wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
paderborn,655.761604,55471,81575,112574,124.397820,76639,2297,0,2640,0,0,70440,6199,0,76639,0,0,0,0,0,0.518400,wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
padise,3017.075112,39584,58212,80332,19.294117,34416,6085,17528,0,149,34,33349,1067,0,34416,0,0,0,0,0,0.396000,oats,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
padova,801.634740,35946,52861,72948,65.941606,51833,1028,0,0,0,0,51833,0,0,40984,10849,0,0,0,0,0.662400,wheat+foxtail_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
padum,1315.685321,2674,3933,5427,2.989068,0,195,0,3666,34,38,0,0,0,0,0,0,0,0,0,0.009600,barley+foxtail_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
pag,849.987181,45692,67194,92728,79.053226,51863,5793,9538,0,0,0,50255,1608,0,37788,14076,0,0,0,0,0.309600,wheat+foxtail_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
paga,12620.499080,753491,1108074,1529143,87.799568,1057508,39925,0,10641,0,0,971974,85534,15526,0,899235,0,0,158273,0,0.518400,sorghum+yam,1.000000,38,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
pagai,1354.515694,40884,62513,88394,46.151710,51744,748,9459,0,544,18,50140,1604,0,0,0,0,0,0,51744,0.244800,banana,0.800000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
pagan,1309.573632,80081,117766,162517,89.927029,108441,5752,0,3573,0,0,99670,8771,0,0,79503,0,0,28938,0,0.518400,sorghum+yam,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
pagaruyung,3099.441934,28269,43225,61120,13.946100,35208,1724,0,4410,1821,61,32361,2848,0,0,0,0,0,5387,29821,0.054400,banana+taro,0.800000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
pagashi,4654.231171,7404,10888,15025,2.339333,0,2691,0,6701,1163,332,0,0,0,0,0,0,0,0,0,0.420000,maize+sweet_potato,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
pagatan,2850.552950,67946,103892,146904,36.446380,87843,1554,13377,0,1080,38,85119,2724,0,0,0,0,0,14974,72869,0.244800,banana+taro,0.800000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
paguat,2657.899060,50051,76531,108214,28.793650,58710,1646,14695,0,1429,50,56890,1820,0,0,0,0,0,9558,49153,0.146200,banana+taro,0.800000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
pagwachuan,4657.652019,5088,7482,10325,1.606321,0,5004,0,0,2145,333,0,0,0,0,0,0,0,0,0,0.309600,maize+sweet_potato,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
pah_rimpi,10713.382730,1888,2777,3832,0.259221,0,2147,0,0,317,313,0,0,0,0,0,0,0,0,0,0.022800,maize+sweet_potato,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
pahang,9178.906604,387264,569506,785918,62.045095,537947,3994,18911,5837,2720,98,480309,57637,0,0,0,0,0,0,537947,0.244800,banana,1.000000,20,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
pahatsi,13240.720376,515085,757478,1045320,57.208229,730395,12707,0,9961,3834,582,671319,59076,0,0,0,0,730395,0,0,0.184900,maize,1.000000,26,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
pahdteeahnooch,8763.088655,16398,24114,33278,2.751813,0,12881,0,9113,1605,515,0,0,0,0,0,0,0,0,0,0.088000,maize+sweet_potato,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
pahotcha,18417.925492,2789275,4101875,5660587,222.711012,4030495,59885,0,11495,0,0,3704499,325996,0,0,0,0,4030495,0,0,0.518400,maize,1.000000,100,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
pahva_nits,7216.546476,23620,34735,47934,4.813244,0,34340,0,0,344,51,0,0,0,0,0,0,0,0,0,0.273600,maize+sweet_potato,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
pai_tavytera,18197.554327,573910,843985,1164700,46.379043,802846,30376,0,8585,1813,365,737910,64936,0,0,0,0,0,802846,0,0.236500,cassava,1.000000,29,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
paiaco,18832.073135,562169,826719,1140873,43.899533,793787,32194,0,0,557,181,793787,0,0,0,0,0,595348,198439,0,0.396000,maize+sweet_potato,1.000000,28,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
paici,2136.271048,50800,92364,143165,43.236230,75538,4310,12233,0,230,54,73195,2342,0,0,0,0,0,15584,59953,0.236500,banana+sweet_potato,0.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
paide,3154.875535,35182,51738,71398,16.399392,47568,3390,0,0,672,108,47568,0,0,47568,0,0,0,0,0,0.309600,barley,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
paikend,5468.110786,15240,22412,30929,4.098684,3861,1096,0,17158,147,150,3423,438,0,3861,0,0,0,0,0,0.043200,barley,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
paikmal,2852.284485,65789,100594,142241,35.268032,97662,1856,0,0,1030,45,97662,0,0,0,76389,0,0,21273,0,0.244800,sorghum+taro,0.800000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
paikoneka,21697.669334,667603,981769,1354841,45.247676,946081,20000,0,10057,4836,795,869559,76521,0,0,0,0,244130,701950,0,0.163400,cassava+maize,1.000000,34,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
pailon,10438.792538,341021,501501,692071,48.042042,460036,9636,22797,7034,1745,253,410746,49290,0,0,0,0,0,460036,0,0.309600,cassava,1.000000,17,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
paine,8024.308812,43384,78880,122264,9.830135,0,38184,28269,11945,425,56,0,0,0,0,0,0,0,0,0,0.309600,no_crop_family,0.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
pairindi,22207.639464,3924730,5771662,7964894,259.895347,5672004,87503,0,12155,0,0,5213239,458765,0,0,0,0,4678162,993843,0,0.518400,maize+sweet_potato,1.000000,100,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
paisley,692.585666,31895,46904,64728,67.723203,35809,2437,8658,0,0,0,34698,1110,0,35809,0,0,0,0,0,0.518400,oats,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
paititi,4565.875771,39064,57446,79276,12.581685,45883,2293,0,6135,3031,104,42172,3711,0,0,0,0,0,45883,0,0.054400,white_potato,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
paiwan,1808.291637,26843,39475,54476,21.830175,23150,1302,13682,0,1297,45,22432,718,0,0,0,3804,0,0,19346,0.054400,banana+rice_wet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
paiyo_he,9552.928424,24918,36644,50569,3.835944,21343,14586,0,0,560,155,21343,0,0,0,0,0,21343,0,0,0.076000,maize,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
pajala,5714.301288,8528,12542,17307,2.194780,0,3304,0,7401,1428,408,0,0,0,0,0,0,0,0,0,0.420000,barley+foxtail_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
pajang,3481.408942,129704,190741,263223,54.788525,184670,1489,0,3586,960,36,169733,14937,0,0,0,0,0,33662,151008,0.244800,banana+yam,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
pak_huei_lang,3209.012509,71008,104424,144105,32.540897,96502,1899,0,4772,1204,46,88697,7805,0,0,0,71175,0,25327,0,0.244800,rice_wet+yam,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
paka,3209.287664,77443,113887,157165,35.486838,97036,1688,13673,0,1440,51,94027,3009,0,0,0,0,0,0,97036,0.146200,banana,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
pakaasnovos,10228.861134,274851,404192,557786,39.514898,390239,4561,0,6308,2972,112,358676,31563,0,0,0,0,0,390239,0,0.244800,cassava,1.000000,14,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
pakala,1925.319358,42803,62945,86864,32.693313,59938,2399,0,0,518,91,59938,0,0,0,46953,0,0,12985,0,0.184900,sorghum+yam,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
pakamik,4500.566669,701386,1031449,1423400,229.182137,1010976,14676,0,5797,0,0,929206,81770,0,0,0,0,1010976,0,0,0.518400,maize,1.000000,35,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
pakana,3957.982895,289822,426209,588169,107.683507,415543,4513,0,5234,805,114,381933,33610,0,0,0,0,321924,93619,0,0.309600,maize+sweet_potato,1.000000,15,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
pakanahuili,2658.364567,107770,158485,218709,59.617504,151296,2735,0,3901,484,69,139059,12237,0,0,0,0,26268,125028,0,0.309600,sweet_potato+maize,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
pakatnamu,3356.694099,58114,85462,117938,25.460297,59812,6981,18460,0,164,45,57957,1855,0,0,0,0,16607,43204,0,0.144000,sweet_potato+maize,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
pakembangan,2937.662361,146540,215500,297390,73.357690,200765,2576,11647,0,444,68,194540,6225,0,0,0,0,0,42440,158325,0.309600,banana+yam,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
pakhachi,6119.431312,21849,32130,44340,5.250537,0,6900,24750,0,362,118,0,0,0,0,0,0,0,0,0,0.144000,barley+foxtail_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
pakil,1347.650043,53275,78345,108116,58.134612,62322,801,10161,4338,698,24,58136,4186,0,0,0,0,0,10943,51380,0.146200,banana+yam,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
pakokku,3317.258448,160736,236376,326199,71.256504,218981,12592,0,4804,0,0,201269,17712,0,0,57286,0,0,161695,0,0.518400,yam+sorghum,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
pakpak,2197.191369,52169,76719,105872,34.916896,66536,1106,0,8016,1027,34,58986,7550,0,0,0,0,0,0,66536,0.129200,banana,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
pakpattan,2905.809193,53928,79305,109442,27.292037,70914,3050,0,5341,0,0,65178,5736,0,0,70914,0,0,0,0,0.662400,sorghum,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
pakrac,2012.044088,121291,178370,246150,88.651031,169763,4030,0,4450,105,23,156032,13731,0,128767,40996,0,0,0,0,0.396000,wheat+foxtail_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
pakuali,635.544032,13920,20471,28250,32.210672,10927,858,8315,0,331,40,10588,339,0,0,0,0,0,0,10927,0.068800,banana,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
pakuan,2253.437782,59832,87988,121423,39.046003,86371,929,0,0,664,23,86371,0,0,0,0,0,0,13734,72637,0.244800,banana+yam,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
pal_lahara,1818.049590,55844,82123,113330,45.171168,75834,1263,0,4271,725,31,69700,6134,0,0,56233,19600,0,0,0,0.244800,sorghum+rice_wet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
palada,2127.724049,119275,175404,242057,82.437343,163356,5751,0,6297,0,0,157073,6283,0,33701,129655,0,0,0,0,0.518400,sorghum+barley,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
palamau,2226.998592,41224,60624,83661,27.222232,57942,1544,0,0,1094,45,57942,0,0,0,47358,0,0,10584,0,0.146200,sorghum+yam,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
palampet,3294.456591,49241,75293,106464,22.854352,68049,1791,0,4438,971,44,62545,5504,0,0,0,0,0,68049,0,0.244800,taro,0.800000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
palampur,1907.294338,44356,65229,90016,34.199771,57585,2575,0,4369,606,94,52927,4658,0,14714,42871,0,0,0,0,0.184900,sorghum+wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
palana,4919.533346,15526,28229,43756,5.738246,122,5547,22243,0,239,78,118,4,0,122,0,0,0,0,0,0.086000,barley,0.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
palanga,1594.212544,95093,139843,192984,87.719321,123652,3215,12878,0,80,18,119818,3834,0,123652,0,0,0,0,0,0.396000,barley,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
palani,2430.691366,49881,76271,107848,31.378428,73729,1584,0,0,920,39,73729,0,0,0,57176,0,0,16553,0,0.244800,sorghum+taro,0.800000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
palanpur,4700.308542,120089,176602,243711,37.572403,160256,9411,0,6733,149,53,147294,12962,0,0,160256,0,0,0,0,0.396000,sorghum,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
palaquechare,2534.045113,337772,496724,685479,196.020251,487174,5292,0,4122,114,24,447770,39404,0,0,0,0,382365,104808,0,0.396000,maize+cassava,1.000000,17,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
palas_pasemah,2186.529768,90435,132993,183531,60.823879,120644,1069,10551,0,703,26,116903,3741,0,0,0,0,0,21392,99252,0.244800,banana+yam,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
palasamudram,2123.510739,51560,75824,104637,35.706915,66685,4252,0,4598,218,72,61291,5394,0,0,66685,0,0,0,0,0.209000,sorghum,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
palatka,6397.238979,5612,8253,11390,1.290143,0,6945,0,0,933,376,0,0,0,0,0,0,0,0,0,0.236500,barley+foxtail_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
palazzolo,550.225629,56012,82371,113672,149.703925,78310,728,0,3333,0,0,75298,3012,0,60288,18022,0,0,0,0,0.662400,barley+foxtail_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
palekh,1399.883593,49559,72881,100576,52.062327,67255,1504,0,3774,300,48,61815,5440,0,67255,0,0,0,0,0,0.309600,wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
palembang,4052.307713,158726,242701,343179,59.891954,233571,4842,0,4277,6,5,208546,25025,0,0,0,0,0,169141,64431,0.533600,taro+banana,0.800000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
palencia,1211.938633,22777,33496,46224,27.638010,31573,1759,0,0,124,40,31573,0,0,31573,0,0,0,0,0,0.209000,wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
palenzuela,1400.557580,37560,55236,76226,39.438598,49398,5838,0,0,0,0,49398,0,0,49398,0,0,0,0,0,0.273600,wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
palermo,1276.414201,70133,103137,142329,80.801870,89496,2019,11575,0,23,24,86721,2775,0,65482,24013,0,0,0,0,0.395600,wheat+sorghum,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
palestrina,798.046056,38991,57340,79129,71.850032,56089,1221,0,0,15,14,56089,0,0,42552,13537,0,0,0,0,0.395600,wheat+foxtail_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
palghat,1653.770935,20174,29667,40940,17.938996,28357,734,0,0,554,22,28357,0,0,0,0,0,0,7764,20593,0.146200,banana+yam,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
pali,5454.194441,31796,48617,68745,8.913754,29708,11343,0,7236,256,74,27305,2403,0,0,29708,0,0,0,0,0.144000,sorghum,0.800000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
pali_uttar_pradesh,2215.018743,140101,206031,284322,93.015252,191016,10323,0,4691,0,0,175566,15450,0,0,191016,0,0,0,0,0.518400,sorghum,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
paliac,1329.334302,79432,116812,161200,87.872278,106365,720,9198,0,512,18,103067,3298,0,0,0,0,25569,80795,0,0.244800,cassava+maize,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
