LandProvince;SeaZone;x;y;
tjungundji;pennefather_river_coast;14154;2682;x
wuthathi;hannibal_reef_coast;14196;2695;x
anguthimri;aurukun_coast;14149;2652;x
awngthim;aurukun_coast;14140;2636;x
winda_winda;kirke_river_mouth;14130;2585;x
kuukyuyau;kay_reef_shore;14206;2666;x
uutaalnganu;throne_reef_shore;14222;2624;x
umpila;flinders_shore;14226;2595;x
kuukuyani;flinders_shore;14229;2575;x
kukatj;karumba_coast;14081;2369;x
kuthant;karumba_coast;14105;2394;x
koknar;duck_creek_shore;14120;2431;x
bakanh;pormpuraaw_shore;14134;2536;x
yir_yoront;pormpuraaw_shore;14136;2508;x
koko_bera;nassau_river_mouth;14128;2478;x
umbindhamu;flinders_shore;14232;2560;x
lamalama;flinders_shore;14238;2549;x
wujal_wujal;cape_tribulation_shore;14307;2468;x
guugu_yimidhirr;mcivor_river_mouth;14303;2505;x
mutumui;central_reef_coast;14276;2544;x
djabuganjdji;yarrabah_coast;14317;2425;x
yidinjdji;yarrabah_coast;14331;2405;x
djirbalgan;kurrimine_shore;14342;2366;x
wargamaygan;kurrimine_shore;14342;2331;x
nyawaygi;halifax_bay;14349;2300;x
bindal;burdekin_river_mouth;14392;2270;x
yuru;whitsunday_shore;14426;2245;x
giya;cumberland_coast;14459;2204;x
yuwi;freshwater_point_shore;14483;2169;x
guwinmal;herbert_creek;14518;2091;x
darumbal;yeppoon_coast;14553;2060;x
bayali;bustard_bay;14571;2022;x
gureng_gureng;yandaran_coast;14617;1976;x
badtjala;great_sandy_strait;14652;1928;x
gubbi_gubbi;weyba_shore;14659;1873;x
burrum;moreton_bay;14657;1826;x
turrbal;moreton_bay;14664;1809;x
bundjalung;byron_bay;14675;1709;x
quandamooka;gold_coast_australia;14678;1769;x
dainggatti;bellinger_river_mouth;14656;1612;x
biripi;hastings_shore;14648;1567;x
guringai;wallis_lake_shore;14632;1529;x
worimi;karuah_shore;14600;1491;x
gumbaynggirr;yuraigir_coast;14668;1672;x
dharug;karuah_shore;14587;1466;x
eora;botany_bay;14571;1431;x
tharawal;illawarra_coast;14557;1391;x
jerrinja;jervis_bay;14544;1349;x
didthul;batemans_bay;14527;1310;x
yuin;twofold_bay;14516;1252;x
krauatungalung;lake_tyers_shore;14426;1186;x
krowathunkkooloong;lake_tyers_shore;14464;1192;x
mallacoota;wallagaraugh_river_mouth;14508;1208;x
braiakalung;reeve_shore;14397;1162;x
brataulung;kent_group_shore;14349;1133;x
boon_wurrung;port_philip;14309;1150;x
karta_pintingga;west_kangaroo_coast;13955;1308;x
millewa;the_pages;14008;1330;x
ngarrindjeri;guichen_bay;14048;1238;x
buandig;riddoch_bay;14084;1182;x
gunditjmara;yambuk_coast;14139;1160;x
giraiwurung;milanesia_coast;14183;1149;x
gadubanud;milanesia_coast;14216;1131;x
geelong;port_philip;14266;1170;x
wathaurong;port_philip;14278;1181;x
east_palawa;south_furneaux_group;14437;1064;x
west_palawa;naracoopa_shore;14252;1071;x
peerapper;macquarie_heads_shore;14300;926;x
tommeginne;east_bass_strait;14347;984;x
tyerrernotepanner;sheaoak_coast;14380;995;x
pyemmairrener;yumbah_shore;14440;983;x
paredarerme;sunken_rock_bay;14408;879;x
toogee;matsuyker_shore;14333;852;x
narangga;south_spencer_gulf;13946;1368;x
kaurna_pangkarra;north_saint_vincent_gulf;13979;1404;x
tarntanya;south_saint_vincent_gulf;13991;1345;x
nukunu;north_spencer_gulf;13972;1475;x
kooapudna;north_spencer_gulf;13926;1438;x
barutadura;north_spencer_gulf;13963;1502;x
gnowoo;coffin_bay;13852;1393;x
nawu;venus_bay;13824;1464;x
kadu;smoky_bay;13797;1512;x
ceduna;smoky_bay;13773;1533;x
bookabie;fowles_bay;13732;1543;x
yalata;wahgunyah;13685;1559;x
wanbiri;nullabor;13623;1566;x
ngandatha;eucla_shore;13554;1556;x
ikala;nuytsland_shore;13507;1533;x
mirning;kanidal_coast;13436;1526;x
waitangi;islands_bay;15628;1341;x
tamaki;hauraki_gulf;15646;1270;x
whangarei;kaipara_harbour;15591;1313;x
aupouri;rangaunu_bay;15573;1357;x
manukau;manukao_harbour;15646;1237;x
whakatane;east_cape;15785;1203;x
hauraki;whangapoua_bay;15684;1263;x
tauranga;plenty_bay;15714;1201;x
te_tairawhiti;tokomaru_bay;15813;1186;x
wairoa;turanganui_bay;15789;1121;x
ahurei;norht_taranaki_bight;15642;1162;x
ngamotu;egmont_cape;15597;1102;x
patea;south_taranaki_bight;15625;1075;x
whanganui;south_taranaki_bight;15658;1054;x
wellington;te_taio_aorere_bay;15652;997;x
manawatu;south_taranaki_bight;15664;1040;x
heretaunga;hawke_bay;15744;1090;x
wairarapa;kekerengu_bank;15675;957;x
tararua;turnagain_cape;15727;1023;x
tauihu;te_taio_aorere_bay;15616;965;x
kahurangi;farewell_cape;15542;1020;x
kaikoura;kekerengu_bank;15594;903;x
whakatu;te_taio_aorere_bay;15576;978;x
timaru;caroline_bay;15488;780;x
puari;canterbury_bight;15540;818;x
rakaia;canterbury_bight;15516;801;x
kaiapoi;canterbury_bight;15557;853;x
akaroa;canterbury_bight;15551;813;x
otakou;caroline_bay;15443;672;x
rakiura;foveaux_strait;15340;615;x
kaitangata;foveaux_strait;15374;635;x
otepoti;caroline_bay;15469;719;x
waihopai;foveaux_strait;15360;635;x
motupohue;dusky_sound;15320;660;x
okarito;foulwind_cape;15437;856;x
taramakau;foulwind_cape;15466;882;x
mahitahi;okahu_bay;15409;831;x
mawhera;foulwind_cape;15505;949;x
rekohu;rekohu_coast;16039;810;x
motu_maha;motu_maha_coast;15257;363;x
kohala;hilo_bay;611;4467;x
kona;kealakio_bay;592;4428;x
ka_u;kaalualu_bay;624;4412;x
hilo;kumukahi_cape;642;4423;x
maui;maui_coast;584;4510;x
lahaina;keahole_point;566;4502;x
moloka_i;kahului_bay;548;4524;x
o_ahu;maalaea_bay;501;4532;x
kaua_i;makahuena_point;424;4567;x
kiritimati;kiritimati_coast;532;3450;x
tabuaeran;tabuaeran_coast;442;3563;x
tongareva;tongareva_coast;505;2854;x
nuku_hiva;ua_huka_coast;1314;2864;x
hiva_oa;mohotani_island;1364;2805;x
aitutaki_atoll;aitutaki_coast;419;2297;x
nga_pu_toru;atiu_coast;514;2242;x
rarotonga_atoll;ngatangiia_bay;419;2163;x
tahiti;taravao_bay;897;2368;x
havaii;huahine_coast;801;2420;x
manuae_atoll;manuae_coast_1;645;2434;x
mangareva;teauaone_coast;1553;2064;x
marutea;marutea_coast;1517;2151;x
acteon;matureivavao_coast;1481;2153;x
aopuni_atoll;fangataufa_coast_1;1368;2128;x
nukutavake;nukutavake_coast;1359;2277;x
haorangi_atoll;haorangi_coast;1284;2338;x
marokau_atoll;manuhangi_coast;1220;2345;x
takaroa_atoll;takaroa_coast;1093;2559;x
manihi_atoll;manihi_coast;1046;2561;x
makemo_atoll;makemo_coast;1147;2427;x
raroia_atoll;rekareka_coast;1213;2461;x
taenga_atoll;takume_coast;1178;2447;x
taunga_tauranga_atoll;marokau_coast;1181;2403;x
taungataki_atoll;taungataki_coast;1125;2441;x
tahanea_atoll;tahanea_coast;1099;2410;x
nganaa_nui_atoll;nganaa_nui_coast;1064;2381;x
faaite_atoll;taungataki_coast;1083;2425;x
motutunga_atoll;haraiki_coast;1123;2392;x
fakarava_atoll;faaite_coast;1072;2437;x
raraka_atoll;taungataki_coast;1093;2448;x
kauehi_atoll;taiaro_coast;1111;2479;x
aratika_atoll;kauehi_coast;1069;2494;x
toau_atoll;toau_coast;1039;2465;x
arutua_atoll;arutua_coast;1009;2496;x
kaukura_atoll;rangiroa_coast;1004;2479;x
apataki_atoll;apataki_coast;1037;2492;x
rangiroa_atoll;teoo_coast;975;2520;x
tikehau_atoll;tikehau_coast;941;2514;x
rapa_nui;rapa_nui_coast;2716;1827;x
funafuti_atoll;funafuti_coast_2;15846;2875;x
nukufetau_atoll;vaitupu_coast;15808;2911;x
uvea_atoll;uvea_coast_3;16055;2618;x
tongatapu;tongatapu_coast;16100;2168;x
haapai;tofua_island;16111;2253;x
vauvau;vavau_coast;16160;2314;x
niue;niue_coast;16345;2298;x
nukunonu_atoll;fakaofo_coast;16259;2845;x
savaii;mulinuu_cape;16219;2590;x
upolu;taputapu_cape;16260;2586;x
tutuila;fagasa_bay;16306;2561;x
mili_atoll;mili_coast;15521;3691;x
arno_atoll;arno_coast;15507;3742;x
majuro_atoll;aur_coast;15484;3743;x
aur_atoll;aur_coast;15474;3800;x
maloelap_atoll;wotje_coast_2;15465;3834;x
erikub_atoll;wotje_coast_1;15433;3853;x
wotje_atoll;wotje_coast_2;15421;3864;x
ailuk_atoll;taka_coast_1;15429;3920;x
taka_atoll;bikar_coast_1;15410;3967;x
likiep_atoll;likiep_coast;15383;3899;x
jaluit_atoll;jaluit_coast_2;15412;3685;x
ailinglaplap_atoll;aur_coast;15367;3761;x
namu_atoll;namu_coast_2;15342;3791;x
kwajalein_atoll;ailinginae_coast;15306;3864;x
ujae_atoll;lae_coast;15230;3854;x
bikini_atoll;bikini_coast_1;15216;3983;x
rongelap_atoll;rongelap_coast;15290;3981;x
rongerik_atoll;ailinginae_coast;15309;3972;x
enewetak_atoll;enewetak_coast;15078;3991;x
belau;namai_bay;13820;3761;x
woleai_atoll;faraulep_coast_2;14270;3757;x
ulithi_atoll;soliep_coast;14051;3896;x
yap;gagil_coast;13979;3869;x
guahan;pago_bay;14282;4087;x
saipan;noos_coast;14327;4184;x
chuuk;pulap_coast_2;14589;3752;x
satawan_atoll;moch_coast;14684;3653;x
poluwat_atoll;elgin_coast;14484;3748;x
pulusuk_atoll;elgin_coast;14483;3731;x
pohnpei;ant_coast;14899;3724;x
kosrae;kosrae_coast;15112;3641;x
butaritari_atoll;makin_coast;15558;3527;x
abaiang_atoll;abaiang_coast;15558;3449;x
tarawa_atoll;marakei_coast;15568;3431;x
maiana_atoll;aranauka_coast;15562;3395;x
abemama_atoll;abemama_coast;15609;3371;x
nonouti_atoll;autakena_spit;15629;3303;x
tabiteuea_atoll;beru_coast;15653;3274;x
onotoa_atoll;onotoa_coast;15680;3241;x
rotokas;laverdy_cape;14761;3022;x
bannoni;mono_island;14750;3003;x
naasioi;tolotapalo_point;14781;3004;x
tinputz;matchin_bay;14733;3044;x
mono;vella_gulf;14785;2963;x
buka;puputun_cape;14731;3072;x
makira;marou_bay;15037;2776;x
saa;indispensable_strait;15036;2819;x
kwaio;manawai_harbour;15019;2864;x
kwaraae;manawai_harbour;15013;2884;x
ghari;marasa_bay;14954;2832;x
isatabu;henslow_bay;14997;2802;x
kolombangara;treasury_islands;14815;2922;x
marovo;cape_pitt;14867;2879;x
roviana;kele_bay;14865;2908;x
vangunu;cape_pitt;14876;2872;x
cheke_holo;dai_island;14960;2898;x
vaghua;vella_gulf;14814;2972;x
carteret_atoll;laverdy_cape;14760;3083;x
mallum_atoll;ambitle_island;14726;3167;x
mu_ngava;mu_ngiki_coast_1;14986;2702;x
nendo;nendo_coast;15242;2763;x
vanikoro;vanikoro_coast;15284;2701;x
rendova;cape_pitt;14853;2875;x
nggela;iron_bottom_sound;14982;2844;x
valpei;nahoi_cape;15280;2532;x
akei;lasenuwei_bay;15289;2484;x
tamambo;selwyn_strait;15305;2480;x
sakao;queiros_cape;15298;2513;x
tolomako;remarkable_point;15275;2506;x
ambae;queiros_cape;15327;2499;x
maewo;lolvavana_passage;15347;2505;x
vanu_aroaroa;paama_island;15351;2465;x
malakula;lasenuwei_bay;15306;2453;x
ambrym;baneuv_point;15338;2444;x
efate;mele_bay;15349;2365;x
epi;emae_island;15365;2412;x
erromango;erasfion_point;15395;2306;x
tanna;loanatit_point;15393;2273;x
aneityum;anetchininbeke_point;15424;2229;x
vave;metoma_island;15276;2626;x
vanua_lava;metoma_island;15317;2590;x
gaua;mere_lava_island;15321;2560;x
kubuna;vatu_i_ra_channel;15817;2376;x
burebasaga;malolo_coast;15761;2344;x
yasawa;viwa_coast;15758;2403;x
kandavu;kandavu_passage;15804;2297;x
beqa_lagoon;kandavu_passage;15787;2328;x
ngau;koro_sea;15856;2351;x
taveuni;savusavu_bay;15887;2410;x
vanua_levu;cacau_levu_coast;15885;2458;x
fulaga_atoll;lua_ridge_2;15960;2283;x
moce_atoll;moce_coast;15956;2314;x
kabara_atoll;vatulele_coast;15927;2294;x
vanua_balavu_atoll;vanua_balavu_coast;15935;2402;x
qelelevu_atoll;qelelevu_coast;15912;2455;x
tiri;porwi_bay;15221;2143;x
paici;porwi_bay;15194;2167;x
ajie;porwi_bay;15205;2156;x
cemuhi;poudioue_coast;15199;2202;x
nyelayu;poudioue_coast;15178;2223;x
nengone;tiga_island;15338;2157;x
drehu;santal_bay;15297;2189;x
ouvea_atoll;rossel_cape;15262;2214;x
mamusi;thilenius_bay;14560;3015;x
lamogai;hollmann_cape;14483;3043;x
bola;stettin_bay;14547;3043;x
kaulong;luwas_bay;14517;3001;x
melamela;stettin_bay;14585;3077;x
mengen_papua;jacquinot_bay;14586;3042;x
kol_papua;wide_bay;14609;3065;x
baining;djaul_island;14608;3113;x
lavongai;botiangin_cape;14521;3207;x
mussau;holthusen_cape;14504;3270;x
manus;lou_island;14395;3230;x
tangga;cape_sena;14649;3130;x
kavieng;kapsu_point;14574;3191;x
kuot;djaul_island;14590;3173;x
patpatar;tabar_island;14619;3161;x
kandas;saint_george_channel;14639;3105;x
siar;siar_cape;14658;3101;x
kate;cretin_cape;14421;2990;x
awad_bing;vitiaz_strait;14373;3027;x
amaimon;astrolabe_bay;14328;3065;x
rawa_papua;astrolabe_bay;14326;3048;x
umboi;kulkul_island;14432;3035;x
arop;sakar_island;14388;3062;x
barem;karkar_island;14316;3096;x
aruamu;girgir_cape;14285;3118;x
karkar;karkar_island;14331;3090;x
angoram;vokeo_island;14255;3136;x
boiken;kairiru_island;14229;3152;x
bukiyip;kairiru_island;14202;3163;x
bukawa;huon_gulf;14401;2976;x
wampar;huon_gulf;14381;2975;x
iwal;huon_gulf;14386;2955;x
suki;purutu_island;14172;2893;x
bife;unji_point;14124;2842;x
wipi;bobo_island;14204;2846;x
bitur;purutu_island;14179;2888;x
agob;boigu_island;14172;2838;x
nambu;boigu_island;14145;2840;x
badhu;torres_strait;14164;2784;x
gogodala;purutu_island;14201;2888;x
bamu;purutu_island;14225;2906;x
namau;urama_island;14298;2916;x
kerewo;urama_island;14261;2923;x
toaripi;petoi_point;14337;2902;x
manubara;hood_bay;14437;2790;x
sinaugoro;ela_point;14404;2808;x
koiali;ela_point;14388;2825;x
waima;redscar_bay;14363;2861;x
nidula;fergusson_island;14534;2840;x
daga_papua;orangerie_bay;14490;2779;x
maiwa_papua;goodenough_bay;14507;2806;x
suau;doini_island;14533;2759;x
moratau;sewataitai_bay;14560;2821;x
duau;milne_bay;14573;2787;x
tagula;tubula_point;14669;2713;x
misima;rokia_point;14642;2765;x
kilivila;karakuba_point;14565;2885;x
muyua;kawaiapan_bay;14649;2851;x
yela;cape_siri;14708;2719;x
baruga;nelson_cape;14489;2851;x
orokaiva;dyke_ackland_bay;14440;2874;x
binandere;ward_hunt_cape;14427;2904;x
suena;huon_gulf;14400;2931;x
wamesa;bentuni_bay;13775;3224;x
sougb;mois_waar_island;13795;3256;x
hatam;dore_bay;13795;3286;x
meyah;bakaro_bay;13777;3307;x
arandai;wamonket_cape;13694;3247;x
abun;abun_coast;13723;3331;x
moi;dampier_strait;13665;3298;x
maden;bougainville_strait;13625;3303;x
irarutu;bentuni_bay;13778;3210;x
kaimana;kamrau_bay;13782;3146;x
buruwai;kamrau_bay;13765;3143;x
sumuri;bentuni_bay;13733;3195;x
baham;sebakor_bay;13738;3149;x
iresim;cenderawasih_bay;13859;3164;x
yaur;cenderawasih_bay;13829;3176;x
roon;mois_waar_island;13812;3200;x
yapen;yapen_strait;13896;3257;x
biak;biak_coast;13888;3297;x
gresi;kamdera_coast;14079;3213;x
kwerba;mamberano_mouth;13999;3251;x
kwesten;kwesten_coast;14012;3240;x
nisa;kurudu_strait;13938;3254;x
waropen;yapen_island;13912;3224;x
fas_papua;yos_sudarso_bay;14127;3198;x
olo;baudissan_point;14159;3179;x
awyi;yos_sudarso_bay;14097;3203;x
asmat;pulau_river;13975;3042;x
sempan;kamoro_coast;13951;3064;x
kamoro;kapara_mouth;13896;3089;x
yamur;luna_bay;13838;3107;x
kaweinag;digul_mouth;14002;2984;x
marlew;bulaka_mouth;14024;2898;x
yelmek;digul_mouth;14006;2947;x
kimaama;pulau_witau_island;13993;2885;x
riantana;propinsi_coast;13975;2933;x
ndom;salah_point;13959;2898;x
marind;bulaka_mouth;14051;2900;x
kanum;dumande_coast;14098;2854;x
bermuda;bermuda_island;4734;5162;x
st_helena;st_helena_coast_2;7424;2460;x
aarau;pp_nav_00971;8053;6118;x
abakasnk;pp_nav_00680;11852;6544;x
abingdon;pp_nav_00788;7633;6396;x
abrahamtelke;pp_nav_00969;8553;6102;x
abu_hamed;pp_nav_01910;9219;4410;x
abu_kemal;pp_nav_01398;9553;5303;x
acanti;pp_nav_01986;4184;3788;x
acham;pp_nav_01626;11391;4971;x
achan;pp_nav_00873;13915;6250;x
acholi;pp_nav_02052;9145;3549;x
acoroazes;pp_nav_02222;5773;2803;x
acroas;pp_nav_02197;5499;2888;x
adeqiu;pp_nav_01587;12202;4984;x
adixoodagoorahareesh;pp_nav_00945;2991;6154;x
adony;pp_nav_01001;8552;6083;x
aerzhai;pp_nav_01195;12579;5676;x
afikpo;pp_nav_02028;8053;3666;x
agaes;pp_nav_02308;5042;1873;x
agen;pp_nav_01124;7704;5910;x
agra;pp_nav_01709;11276;4852;x
agror;pp_nav_01393;11005;5303;x
ahe;pp_nav_02207;4758;2841;x
ahkwesasne;pp_nav_01103;4299;5957;x
ahkwesasne_ny;pp_nav_01103;4289;5953;x
ahrweiler;pp_nav_00835;8019;6320;x
ahsenisiipi;pp_nav_01177;3572;5731;x
aiwanj;pp_nav_01301;10777;5461;x
aizkraukle;pp_nav_00545;8834;6741;x
akbarpur;pp_nav_01727;11469;4828;x
akhmim;pp_nav_01715;9137;4834;x
akhsisek;pp_nav_01285;10670;5494;x
akinka_nup;pp_nav_00879;2370;6249;x
aklaviq;pp_nav_00028;1583;7624;x
aksay;pp_nav_00918;9657;6168;x
akwe;pp_nav_02209;5488;2832;x
akwen;pp_nav_02259;5638;2456;x
al_anbar;pp_nav_01429;9685;5226;x
al_bab;pp_nav_01318;9427;5407;x
al_madar;pp_nav_01493;9849;5116;x
al_qatr;pp_nav_01529;9822;5090;x
al_sinn;pp_nav_01363;9664;5350;x
alat;pp_nav_01225;10558;5602;x
alchan;pp_nav_00963;13818;6116;x
alessandria;pp_nav_01106;8090;5954;x
allakaket;pp_nav_00094;814;7425;x
allegheny;pp_nav_01197;4036;5673;x
alpo_wa;pp_nav_01022;2297;6053;x
amahami;pp_nav_00978;3076;6101;x
amalyk;pp_nav_00504;12993;6791;x
amaye;pp_nav_01423;3417;5248;x
amazar;pp_nav_00708;13238;6515;x
amstetten;pp_nav_00937;8375;6159;x
an_nil;pp_nav_01441;9735;5205;x
anais;pp_nav_02254;5665;2481;x
ancuase;pp_nav_02261;9249;2422;x
andaki;pp_nav_02072;4278;3361;x
andar;pp_nav_01759;11534;4796;x
andawaohie;pp_nav_01010;4426;6060;x
anding_mashan;pp_nav_01835;12619;4682;x
angermunde;pp_nav_00724;8334;6481;x
angers;pp_nav_00986;7657;6109;x
anhua_anhua;pp_nav_01642;12767;4941;x
anipitapiskow;pp_nav_00560;3346;6721;x
ankoro;pp_nav_02188;8919;2990;x
anlong;pp_nav_01798;12482;4742;x
anoixi;pp_nav_01375;3473;5332;x
anundsjo;pp_nav_00179;8489;7243;x
apalachee;pp_nav_01538;3821;5064;x
apiacas;pp_nav_02214;5122;2823;x
apiaka;pp_nav_02225;5035;2787;x
apoquitaua;pp_nav_02135;5048;3153;x
apure;pp_nav_02004;4653;3751;x
apyawa;pp_nav_02213;5408;2819;x
ar_rabb;pp_nav_01419;9639;5251;x
arangastakh;pp_nav_00198;13044;7215;x
arapgir;pp_nav_01249;9449;5560;x
araripocone;pp_nav_02266;5393;2299;x
araska;pp_nav_01277;10881;5485;x
arauca;pp_nav_02021;4540;3686;x
archar;pp_nav_01141;8736;5874;x
ardatov;pp_nav_00620;9602;6648;x
argaxtaax;pp_nav_00037;14706;7613;x
arguvan;pp_nav_01249;9437;5553;x
arkhan;pp_nav_01299;10824;5466;x
arnhem;pp_nav_00781;7952;6414;x
aro;pp_nav_01989;4751;3782;x
aroostook;pp_nav_01013;4606;6065;x
aror;pp_nav_01625;10891;4964;x
artyk_ata;pp_nav_01152;10770;5846;x
arua;pp_nav_02147;4841;3134;x
asadabad_kunar;pp_nav_01402;10903;5303;x
asanas;pp_nav_01114;10690;5928;x
ashmunayn;pp_nav_01651;9094;4910;x
aslan_horod;pp_nav_01014;9187;6061;x
asni;pp_nav_01735;11372;4804;x
assereniet;pp_nav_01240;3839;5580;x
asurini;pp_nav_02139;5429;3146;x
asyut;pp_nav_01694;9118;4859;x
atahachi;pp_nav_01463;3759;5177;x
atanari;pp_nav_02031;4610;3652;x
atbara;pp_nav_01927;9237;4331;x
atfalati;pp_nav_01095;2086;5952;x
atfih;pp_nav_01576;9115;5014;x
athabasca;pp_nav_00433;2616;6858;x
atishchevo;pp_nav_00605;9897;6684;x
atiya;pp_nav_01801;11780;4718;x
austria_baden;pp_nav_00941;8437;6160;x
auwe;pp_nav_02234;5382;2723;x
avignon;pp_nav_01134;7912;5891;x
awadh;pp_nav_01714;11445;4839;x
awajun;pp_nav_02168;4146;3096;x
awatixa;pp_nav_00967;3039;6120;x
awka_etiti;pp_nav_02028;8054;3658;x
ayays;pp_nav_01407;3507;5285;x
azamgarh;pp_nav_01727;11484;4821;x
azeevo;pp_nav_00638;9594;6614;x
azia;pp_nav_02029;7988;3649;x
baak;pp_nav_01929;3510;4334;x
bacs;pp_nav_01078;8556;5979;x
bada;pp_nav_01808;12460;4723;x
baden;pp_nav_00900;8061;6206;x
bagayevskaya;pp_nav_00982;9528;6102;x
baghdad;pp_nav_01425;9714;5228;x
bahraich;pp_nav_01683;11396;4885;x
baini;pp_nav_01678;12591;4882;x
baishan;pp_nav_01835;12620;4682;x
baja_hungary;pp_nav_01021;8551;6038;x
bakhtinsky;pp_nav_00253;11784;7119;x
balad;pp_nav_01316;9639;5433;x
balagachchy;pp_nav_00142;13294;7303;x
balagannakh;pp_nav_00321;13211;7042;x
balagansk;pp_nav_00666;12385;6579;x
balakovo;pp_nav_00773;9857;6417;x
baligram;pp_nav_01393;11004;5307;x
baling;pp_nav_01580;12844;5006;x
balyktykol;pp_nav_00833;11267;6330;x
bama;pp_nav_01820;12586;4696;x
ban_khon;pp_nav_01915;12318;4373;x
banaro;pp_nav_02162;14230;3116;x
banbury;pp_nav_00792;7621;6397;x
banda;pp_nav_01763;11368;4783;x
bangui;pp_nav_02055;8537;3521;x
baniachang;pp_nav_01813;11851;4725;x
banihal;pp_nav_01432;11111;5225;x
bankutu;pp_nav_02145;8564;3136;x
banua_lawas;pp_nav_02103;12922;3211;x
baode;pp_nav_01245;12745;5564;x
baodian;pp_nav_01821;12267;4697;x
baotong;pp_nav_01821;12266;4700;x
baqubah;pp_nav_01416;9713;5255;x
baran;pp_nav_01643;11254;4938;x
barayy;pp_nav_00177;13762;7234;x
barchkend;pp_nav_01114;10672;5938;x
barda;pp_nav_01211;9852;5653;x
bardak;pp_nav_00229;10759;7144;x
bares;pp_nav_02104;4910;3213;x
barito;pp_nav_02092;12919;3260;x
barnaul;pp_nav_00692;11444;6517;x
baronsk;pp_nav_00782;9829;6404;x
barpeta;pp_nav_01745;11829;4814;x
barqaid;pp_nav_01296;9615;5467;x
basel;pp_nav_00971;8042;6117;x
basti;pp_nav_01714;11450;4838;x
batang;pp_nav_01552;12201;5031;x
baurang;pp_nav_01612;12298;4971;x
bauzi;pp_nav_02106;13985;3208;x
baxian;pp_nav_01578;12540;5017;x
bayan_susu;pp_nav_01050;13497;6015;x
bayannur;pp_nav_01208;12558;5649;x
baykit;pp_nav_00274;12087;7093;x
bazas;pp_nav_01124;7693;5919;x
beaupreau;pp_nav_00990;7642;6105;x
becaguimec;pp_nav_01013;4611;6046;x
beisheng;pp_nav_01689;12264;4854;x
belgrad;pp_nav_01102;8619;5937;x
belin;pp_nav_01105;7673;5930;x
benfeld;pp_nav_00916;8041;6168;x
bengmara;pp_nav_01670;12023;4896;x
beni_suef;pp_nav_01599;9111;4992;x
bensheim;pp_nav_00872;8075;6262;x
berber;pp_nav_01917;9227;4372;x
berdsk;pp_nav_00660;11453;6599;x
berezhnovka;pp_nav_00841;9774;6300;x
beryozovo;pp_nav_00135;10693;7310;x
bettiah;pp_nav_01703;11531;4845;x
beya;pp_nav_00715;11862;6496;x
bhadohi;pp_nav_01771;11414;4773;x
bhagalpur;pp_nav_01786;11653;4759;x
bhakkar;pp_nav_01482;10920;5135;x
bhera;pp_nav_01464;10997;5176;x
bhimber;pp_nav_01438;11090;5203;x
bhind;pp_nav_01709;11286;4844;x
bidzhan;pp_nav_00924;13645;6163;x
bihar_sharif;pp_nav_01769;11597;4772;x
bihariganj;pp_nav_01776;11650;4771;x
bijni;pp_nav_01746;11814;4814;x
bikoro;pp_nav_02123;8471;3173;x
bilgram;pp_nav_01692;11333;4859;x
biobio;pp_nav_02372;4381;1221;x
bira;pp_nav_00939;13773;6159;x
birches;pp_nav_00104;682;7399;x
birecik;pp_nav_01292;9419;5477;x
birma;pp_nav_00832;13509;6335;x
bishan;pp_nav_01578;12537;5015;x
biswan;pp_nav_01683;11396;4879;x
bitki;pp_nav_00759;14080;6431;x
biysk;pp_nav_00755;11553;6446;x
blackwater;pp_nav_00131;2025;7321;x
boali;pp_nav_02048;8536;3579;x
bobaka;pp_nav_02098;8431;3232;x
bobangi;pp_nav_02098;8442;3246;x
bodaybo;pp_nav_00542;12950;6748;x
bodebyn;pp_nav_00080;8667;7467;x
bodrog;pp_nav_01045;8549;6002;x
boduna;pp_nav_01085;13375;5961;x
bogatye_saby;pp_nav_00562;10019;6714;x
bogra;pp_nav_01801;11770;4736;x
bohai;pp_nav_01288;13065;5473;x
bol_shaya_martynovka;pp_nav_00976;9588;6119;x
bolghar;pp_nav_00635;9943;6640;x
boli;pp_nav_00923;13832;6174;x
bolikham;pp_nav_01922;12415;4366;x
bolkhuny;pp_nav_00952;9795;6140;x
bolotnye;pp_nav_00546;11552;6740;x
boma;pp_nav_02091;8452;3267;x
bonanza;pp_nav_00155;1329;7272;x
bonn;pp_nav_00835;8013;6330;x
boowe;pp_nav_02080;8235;3341;x
bor;pp_nav_02016;9126;3692;x
bordeaux;pp_nav_01105;7665;5945;x
